Unnamed: 0_x,type,text,article_name,date,index_article,article_filepath,dir,Unnamed: 0_y,metadata_title,index_metadata,metadata_filepath,newspaper_title,newspaper_date,newspaper_city,newspaper_publisher,newspaper_source,newspaper_volume,newspaper_issuenumber,newspaper_language
34211,title,Stellingwertse riempies HYGIÈNE.,DDD_010537445_0131_articletext.xml,1950-09-22,112850,../data/1950/09-22/DDD_010537445/DDD_010537445_0131_articletext.xml,../data/1950/09-22/DDD_010537445,875.0,DDD:ddd:010537445:mpeg21.didl.xml.gz.xml,1037.0,../data/1950/09-22/DDD_010537445/DDD:ddd:010537445:mpeg21.didl.xml.gz.xml,De Heerenveensche koerier : onafhankelĳk dagblad voor Midden-Zuid-Oost-Friesland en Noord-Overĳssel,1950-09-22,Leeuwarden [etc.],Stichting Je Maintiendrai Friesland,KB C 199,6.0,223.0,nl
34736,p,"Ü LOONSVERHOGING! - PRIJSVERLAGING! § §£) HET 1E AMSTERDAMSE :1P e CONFECTIEBIIS 0 £af grootse openingsreclame voort en handhaaft zijn lage prijzen gem (fep Deze week bieden wij aan: «lp f Een enorme sortering WINTERJASSEN Trenchcoat V II V* I IVI IVfVCJ I V IAAurADCU in alle kwaliteiten o.a. «aran IBHI TPODirAL CROMBY DE/tEKI IA CCEkf IMP ™ RATINÉ REGENJASSEN gf Ifni PLAUS /■» l i j ll i hl Sn wTOiümej rAAACI Geheel dubbel IHI vanaf vanaf I mw m érm II fit»50 73.- 55.- lp Verder ruime sortering in Sportcolberts, Pantalons en Demi-Saisons "" NIEUWENDIJKIO J. 1 (O) 111-11111» AMSTERDAM - TELEFOON 40695 | ||1",DDD_010852506_0073_articletext.xml,1950-09-22,113019,../data/1950/09-22/DDD_010852506/DDD_010852506_0073_articletext.xml,../data/1950/09-22/DDD_010852506,877.0,DDD:ddd:010852506:mpeg21.didl.xml.gz.xml,1039.0,../data/1950/09-22/DDD_010852506/DDD:ddd:010852506:mpeg21.didl.xml.gz.xml,De waarheid,1950-09-22,Amsterdam,s.n.,Internationaal Instituut voor Sociale Geschiedenis ZF 40364,10.0,423.0,nl
35249,p,"Op i.j.oa en .16.88 meter: Nederlands programma: 20.:i0 Nederl. nieuws en nieuws over Indonesië; 20.50 Kleine Portretten: Henriette Davida; 21.00 De Week in Nederland: 21.R0 Intern, nieuws: 21..'ia De van Europa in Straatsburg bijeen; 21.-11 Beursnieuws; 21.45 Eurorese orkesten; — I'Orehestro de I'Association des Concerts Lamou- Jgux; 22.15 Programma van morgen: 22.10 Reportage: o.a. Koninklijk beaoels aan Pen Haag; 22.23 Avondgebed: 22.26 Nieuws in het kort; 22.28 Sluiting. Op 19.""J meter: Indonesisch programma: 20.30 Nieuws; Van dag tot dag'; Uitkijk op het Oosten; Koranreciet; Muziekprogramma,",DDD_010896609_0053_articletext.xml,1950-11-16,113164,../data/1950/11-16/DDD_010896609/DDD_010896609_0053_articletext.xml,../data/1950/11-16/DDD_010896609,,,,,,,,,,,,
35423,p,"op Vrijdag 17 Nov. 1950 l/F Kil Ir V diV Gdr-'van'den WeledG. I LIIUU lIL T. VUYK (Accountant) Dj. Tjiliwung 7 — Bandung. w.0.: Salonzitje b.u. bank. 3 fauteuils, tafel en bijzettafel — theekast — schrijfbureau m/stoel — partij boeken w.o. leerboeken — ERRES RADIO type KV 548 — schilderijen — boekenkast — bijzettafeltjes — vazen — VERCHROOMDE staande lamp — SLAAPKAMERAMEUBL. b.u. litsjumeaux m/bultz., klerenkast, nachtkast en toilettafel m/RONDE spiegel — GROTE hangspiegel — schemerlamp — EETKAMERAMEUBL. b u uitsch. RONDE etenstafel m/6 stoelen, etenskast en ?£essoJr bl?ffet 7Z ComPL 6 Pers- EETservies (Czecho Slov.) — 12 pers. ONTBIJT- en THEE| vifs 1- — glaswerk — theelichtje -— 3 p SENKING gasfornuis — compl. KEUKENUTTZET merk DRU — keukenweegschaal — 1 en 2 p gasstel — messen/vorken — electr. klok/striikhzer enz. enz. - * - ' HEDEN KIJKAVOND VAN 17 — 18.30. Vfcfiü* *^fc HORLOGE REPARATIES (met garantie) TEGEN ZEER BILLIJKE rKUZEX^***' Toko CANADA Dj. Biraga 59 -. Baiydung. ONTP A K T FEEST ARTIKELEN: I Guirlandes, Serpentines,' Confetti's, Crepe papier, Scherts artikelen, Papieren servetten, Schaaltjes, IJscups, Rietjes, Taartrandjes, Sierkaarsen, Felicitatie kaarten, etc. etc. WINKEL MIJ. BRAGA Tilp. S. 1126 — Djl. Braga 20. \ ERLOFGANGERS OF REPATRIEEEENDEN Te huur op flat, Overtoom Amsterdam rand Vondelpark, 2 a 3 gemeub. kamers met prima pension of kookgelegenheid, eventueel gebr. keuken. Centr. Verw., badkamer en telefoon aanwezig. Brieven onder No. 3135 Bijkantoor Java Bode, Dj. Raya Timur 268, Bandung. T- K. Motor - Scooter, | T.K. „Singer"" naaima- Cushman, 4 H.P., Nieuw. Djl- Papandajan 80. I chine. Djl, Tjiliwung' 20,",DDD_010896609_0074_articletext.xml,1950-11-16,113228,../data/1950/11-16/DDD_010896609/DDD_010896609_0074_articletext.xml,../data/1950/11-16/DDD_010896609,,,,,,,,,,,,
35836,p,"Wij ontvingen een partij „Uit d' Oude Doos"" sigaren overgeband v. 2.— tot 1.50. „Viel Amitar"" in kistjes v. 25 stuks 3.75 „Subliem"", 10 pr. sigaren, per doos 1.50 „Deli Corona"", fjjne Sumatra Corona 18 ct. „Gulden. Vlies"" assortimenten 10.— en 12.50. Nieuw „London Doek"", Amerik. verp. shag 65 ct. Op veler verzoek naast „Gooische Damper Virg."" nu ook „Half zware Virginia"" 75 ct. en volop Half lange shag 1.50 per 250 gram. De naam „Hermans"" verzekert kwaliteit. Sigarenmagazijn De Treffer Hllvertsweg 59 - Tel. 7626 Te koop zeer goede PACKAKD '38 met papieren, nw. banden, gerev. motor. Gen. te ruilen. Geuzenweg 249, Hilversum, TeL 2768.",DDD_011155521_0060_articletext.xml,1950-11-16,113412,../data/1950/11-16/DDD_011155521/DDD_011155521_0060_articletext.xml,../data/1950/11-16/DDD_011155521,881.0,DDD:ddd:011155521:mpeg21.didl.xml.gz.xml,1044.0,../data/1950/11-16/DDD_011155521/DDD:ddd:011155521:mpeg21.didl.xml.gz.xml,De Gooi- en Eemlander : nieuws- en advertentieblad,1950-11-16,Hilversum,Joh. Geradtsen comp.,Koninklijke Bibliotheek MM03C-101553,79.0,12449.0,nl
35848,p,"H<>evAlra Het aardige, • | # •«. « _ g|Si||gSi meuwe kinderboek P van Douwe Egberts Ir '%•: r Pu.iten voorde mooie gekleurde platen vindt j|f|| - r,| Uop de pakjes Douwe Egberts Koffie, Thee tik y '.y •**"">. '*> '*■;•.•> ■ ""X. '*>""y ' \ en Fama (40 punten per serie van 12 platen). p|g|",DDD_011155521_0081_articletext.xml,1950-11-16,113417,../data/1950/11-16/DDD_011155521/DDD_011155521_0081_articletext.xml,../data/1950/11-16/DDD_011155521,881.0,DDD:ddd:011155521:mpeg21.didl.xml.gz.xml,1044.0,../data/1950/11-16/DDD_011155521/DDD:ddd:011155521:mpeg21.didl.xml.gz.xml,De Gooi- en Eemlander : nieuws- en advertentieblad,1950-11-16,Hilversum,Joh. Geradtsen comp.,Koninklijke Bibliotheek MM03C-101553,79.0,12449.0,nl
36112,p,"Heden overleed de , Weduwe Wilhelmina J. Bouwmeester echtgenote' van wijlen Willem Smits J. Smits L. Smits-Schrey en kinderen L. Bochove en kinderen Breskens, 13 Nov. 1950. Scheepvaartstraat 9 De begrafenis zal plaats vinden Vrijdag a.s. z uur te Vlissingen. Voor de zeer vele hartelijke bewijzen van medeleven bij het plotseling heengaan van onze lieve ■ Dinle betuigen wg onze welgemeende dank. « J. van der Velde R. W. van der Velde- Geurtsen Wimmie en Wietse Hilversum, November 1950 Hilvertsweg 195.. Langs deze weg bedank ik allen, mede namens mijn Ouders, voor de onvergetelijke ontvangst en cadeaux, bij mgn thuiskomst uit Indonesië. Sold. N. MUSTERS Noolseweg 61, Blaricum. Hartelijk dank namens ouders, broers en zusters, aan familie, vrienden, buren, kennissen, Fa. Goossen en House of England, voor de belangstelling bij mijn terugkeer uit Indonesië. H. GLIJN ' Hilversum, 11 Nov. 1950. Bakkerstraat 84. Mede namens mijn ouders, meisje, zus en broer, hartelijk dank aan familie, kennissen, Directie, Bedrijfsleider en Collega's van N.V. Dagblad De Gooi- en Eemiander, buurtgenoten, Mondaccordconclub „St. Caecilia"", Kath. Thuisfront, K.A. J., Fa. Goossen en House of England, voor de buitengewone belangstelling bij mijn terugkeer uit Indonesië. ' D. TH. A. KUIJPER Hilversum, Marconistr. 88 AFWEZIG tot nadere aankondiging wegens ziekte J. A. F. Coebergh Arts. Gen. de la Reylaan 11 Bussum",DDD_011155521_0173_articletext.xml,1950-11-16,113546,../data/1950/11-16/DDD_011155521/DDD_011155521_0173_articletext.xml,../data/1950/11-16/DDD_011155521,881.0,DDD:ddd:011155521:mpeg21.didl.xml.gz.xml,1044.0,../data/1950/11-16/DDD_011155521/DDD:ddd:011155521:mpeg21.didl.xml.gz.xml,De Gooi- en Eemlander : nieuws- en advertentieblad,1950-11-16,Hilversum,Joh. Geradtsen comp.,Koninklijke Bibliotheek MM03C-101553,79.0,12449.0,nl
36218,p,"■ ————— —-_-_--.--—---— I HII _*■——_________— I I __■ ■ ■ Ml —— ■ I -————_-_——_—■■■■ I ■ I . II I I !■—■—————Tl...— _. I cent jèf,öf Har» |i*«ï*-«*y* :: ■ «stsa Het aardige, ■ ijSSfc. nieuwe kinderboek P ||||p van Douwe Egberts P Punten voor de mooie gekleurde platen vindt U op de pakjes .Douwe Egberts Koffie, Thee en Fama (40 punten per serie van 12 platen). 9",DDD_010417712_0047_articletext.xml,1950-11-16,113585,../data/1950/11-16/DDD_010417712/DDD_010417712_0047_articletext.xml,../data/1950/11-16/DDD_010417712,882.0,DDD:ddd:010417712:mpeg21.didl.xml.gz.xml,1045.0,../data/1950/11-16/DDD_010417712/DDD:ddd:010417712:mpeg21.didl.xml.gz.xml,Limburgsch dagblad,1950-11-16,Heerlen,Nieuwe Limburger koerier;Uitgeversmaatschappĳ Limburgs Dagblad,Sociaal Historisch centrum voor Limburg T 501,33.0,269.0,nl
36478,p,"Geven met grote vreugde kennis van de geboorte van ons zoontje en broertje Jantje, dat bij het H. Doopsel de namen ontving van JOHANNES MARIA HUBERTUS J. H. Deumens H. M. G. Deumens-Alberts Annie, Jeanny. Finy Heerlen, 14 November 1950 Schandelermolen 16. Geven met grote vreugde kennis van de geboorte van ons dochtertje en zusje, dat bij ""t H. Doopsel de namen ontvangt van CATHARINA ANTOINETTA MARIA AUGUSTINA P. J. Janssen L. Janssen-Smeets Gnsje Chevremont 14 Nov. 1950 Vinkerstraat 34. Geven met grote vreugde kennis van de geboorte van een zoontje, dat bij het H. Doopsel de namen ontving van EVERT MICHIEL JOHAN J. Corbeek J. Corbeek-Caris Heerlerbaan, 13 Nov. 1950 Caumerboord 3. Verloofd : TOOS SIPS en PIET PIETERS Heerlen, O. Nassaustraat 38 Borgharen. Schoolstraat 19 19 November 1950. Getrouwd : H. J. H. BAUR en ANS DEBETS Danken mede namens onze wederzijdse familie voor de ondervonden belangstelling bij ons huwelijk. Spekholzerheide, 16 Nov. ""50 Akerstraat 157.",DDD_010417712_0120_articletext.xml,1950-11-16,113665,../data/1950/11-16/DDD_010417712/DDD_010417712_0120_articletext.xml,../data/1950/11-16/DDD_010417712,882.0,DDD:ddd:010417712:mpeg21.didl.xml.gz.xml,1045.0,../data/1950/11-16/DDD_010417712/DDD:ddd:010417712:mpeg21.didl.xml.gz.xml,Limburgsch dagblad,1950-11-16,Heerlen,Nieuwe Limburger koerier;Uitgeversmaatschappĳ Limburgs Dagblad,Sociaal Historisch centrum voor Limburg T 501,33.0,269.0,nl
36577,p,"OPSTERLAND. Verbeteren en verharden weg Bakkeveen—Allardsoog: A 3 C D E NBMElZaagndamUrn f 261.400 f 265.300 f 269.800 1260.000 K Snitjer Sdwolde -251.500 -260.900 -268.200 N. J. Evenhuis, Haren - 275000 Oosterhofs Aann.bedr.. Grijpskerk - 243.900 - 265.500 Aann.bedr. Offringa, Uith.meden - 244.450 - 252.865 - 250.350 - 247.870 Fa. W. J. Boltje, Heerenveen -/oo.auu Mij. Wegenbouw N.V:. L'warden _ --fö.uuu P P, Huberts De Bilt - 259.000 • - 269.000 Lbr Hoijink Arnhem -248.850 -256.616 -258.450 -252.575 H BlaauXroekS -249.142 -253.942 -260.995 -262.100 Fa G W. Boltje. Heerenveen - -loö.uuu Aann.bedr. „De Oosthoek"", Uden - 262.900 K Westerman Haren "" iöö.uuu Noord-Ned Wegenb., Harlingen -267.500 -271.500 -275.500 -273.700 -263.000 Bosma/Witteveen, Strobos -239.800 ""?S„_? »««» '251-000 Ooms en Zonen. Avenhorn - 256.800 - 256.800 - 256.800 Alb.teSiepe'sAann.bedr./Wintersw. „,_,«- ""zböeoü CW. Smit. Neerbosch - 309.879 - 314.129 N.V. De Geruisl. Weg, Heemstede -265.300 -275.500 A: Eshalite mortel; B: Compomas; C: koud asph.beton; D: warm asph.beton; E: klinkers.",DDD_010537490_0061_articletext.xml,1950-11-16,113688,../data/1950/11-16/DDD_010537490/DDD_010537490_0061_articletext.xml,../data/1950/11-16/DDD_010537490,883.0,DDD:ddd:010537490:mpeg21.didl.xml.gz.xml,1046.0,../data/1950/11-16/DDD_010537490/DDD:ddd:010537490:mpeg21.didl.xml.gz.xml,De Heerenveensche koerier : onafhankelĳk dagblad voor Midden-Zuid-Oost-Friesland en Noord-Overĳssel,1950-11-16,Leeuwarden [etc.],Stichting Je Maintiendrai Friesland,KB C 199,6.0,270.0,nl
36674,p,""""" 1 cent ■1 %mmm Het aardige, I jpmßgM Meuwe kinderboek P ''^yjrjp van Douwe Egberts F Punten voor de mooie gekleurde platen vindt U op de pakjes Douwe Egberts Koffie, Thee en Fama (40 punten per serie van 12 platen). Beeßeeeeeeeeeeeeeeßeßeßeeeßßj_Bßßeeeßßße",DDD_010537490_0036_articletext.xml,1950-11-16,113719,../data/1950/11-16/DDD_010537490/DDD_010537490_0036_articletext.xml,../data/1950/11-16/DDD_010537490,883.0,DDD:ddd:010537490:mpeg21.didl.xml.gz.xml,1046.0,../data/1950/11-16/DDD_010537490/DDD:ddd:010537490:mpeg21.didl.xml.gz.xml,De Heerenveensche koerier : onafhankelĳk dagblad voor Midden-Zuid-Oost-Friesland en Noord-Overĳssel,1950-11-16,Leeuwarden [etc.],Stichting Je Maintiendrai Friesland,KB C 199,6.0,270.0,nl
36745,p,"NED. HERV. KERK. Beroepen te Minnertsga (toez.), ds. J. D. Smids te Veenhuizen; te Makkum (toez) ds. L. de Vrijer te Klazienaveen.",DDD_010537490_0095_articletext.xml,1950-11-16,113734,../data/1950/11-16/DDD_010537490/DDD_010537490_0095_articletext.xml,../data/1950/11-16/DDD_010537490,883.0,DDD:ddd:010537490:mpeg21.didl.xml.gz.xml,1046.0,../data/1950/11-16/DDD_010537490/DDD:ddd:010537490:mpeg21.didl.xml.gz.xml,De Heerenveensche koerier : onafhankelĳk dagblad voor Midden-Zuid-Oost-Friesland en Noord-Overĳssel,1950-11-16,Leeuwarden [etc.],Stichting Je Maintiendrai Friesland,KB C 199,6.0,270.0,nl
36757,p,"RAAD VAK ARBEID TE LEEUWARDEN De Raiad van Arbeid zal • voortaan weer zitting houiden des DONDERDAGS van 10—12.30 uur in het nieuwe GEMEENTEHUIS te JOURE. \ De Voorzitter :: A. W. RENGELINK. J WfiDSPAAIAmT | Heerenveen 5 Met ingang van 18 Nov. a.s GEOPEND ) 's Zaterdags van 1430--15.30 uur. Het Bestuur Zaal STOKER c. St. Johannesga ZATERDAGAVOND as. "" MUZIEK en BAL Rubriek Kleine Advertenties Personeel eevr. r Voor direct MEISJE (tijdelijk), van 8 tot 4 uur. Mevr. Hof, Mr. Halbe Binnertsstraat 24, Heerenveen. Een # WERKSTER. Aanmeldingen niet op Zondag. J. Kramer, Jubbega 197 (bij de Ambachtsschool) Troch emigraesje fan d""ë tsjinwurdige wurdt foartdalik frege in BAKKERSFEINT, 17—22 jier. Bakkerij P. Posthuma, Dronrijp.- Voor direct gevraagd ZETTER—örtjKKER, voor ons bedrijf te Emmeloord (N.0.P.) Liefst ongehuwd. Sollicitaities te zenden naar Fa. F. D. Hoekstra en Zn., Balk. Drukkerij-Uitgeverij. Tel. 12. Personeeljumgeb. Flinke ARBEIDER, g.k.m. en met paarden omgaan. Huis moet disponibel zijn. Nicolaaa Veldhuizen, p.a. Gerrit Veldhuizen, Pastorieweg,_ Noordwolde Fr. Per 12 Mer2~fiïnke ARBEIDERS met' een werkkracht, goede melkers. Alleen daa<r, waar 2 flinke wc-v-~-;n_J?'» ,»•.'--baar zijn. P-r. - , T""™1 '"" •- In verband~met ziekte van man, vra^ijt pnge vrouw met baby plaats als HULP IN de HUISH. in klein gezin of bij alleenwonende dame of heer. B.v. omgeving Appelsga. Loon geen vereiste. Br. onder no.. 3548 bur. dez?s. TE HUUR GEVR. Centrum Heerenveen WERKPLAATS voor-zien van electriciteit. Br onder no. 3549 bur. dez. i __ i WÖNÏNQRUÏLÏ Gevraagd WONING - te Heerenveen, in ruil voor woning te Groningen. Br. onder no. 3550 bureau dez. ""diversen"" Terstond gevraagd een SLAAPGELEGENHEID met 's morgens en 's avonds broodmaailtrjd, in Langweer of omgeving- Aanmelding bij simid De Roo te Langweer. DE BESTE KWALITEIT Rund-, Kalis-, ïirkins- en Schaaps- VLEtS tegefi de laagste prijzen koopt U bij W.M. Ziet Etalage",DDD_010537490_0034_articletext.xml,1950-11-16,113739,../data/1950/11-16/DDD_010537490/DDD_010537490_0034_articletext.xml,../data/1950/11-16/DDD_010537490,883.0,DDD:ddd:010537490:mpeg21.didl.xml.gz.xml,1046.0,../data/1950/11-16/DDD_010537490/DDD:ddd:010537490:mpeg21.didl.xml.gz.xml,De Heerenveensche koerier : onafhankelĳk dagblad voor Midden-Zuid-Oost-Friesland en Noord-Overĳssel,1950-11-16,Leeuwarden [etc.],Stichting Je Maintiendrai Friesland,KB C 199,6.0,270.0,nl
37426,p,"Voor afd. popeline prima MACHINESTIKSTERS gevr., goed loon, prett. werkkring. Tevens enige goede HUISNAAISTERS Aanm. dag. Regenkledingfabr. N. v. Sweeden, Amstel 29. Cartonnagefabriek v.h. Meyer en Couvé, P. Aertszstr. 121— 129, A'dam-Z. bü de v. Woustraat, vragen voor directe indiensttreding LEERLING-CARTONNAGEWERKSTERS leeftijd 14—16 jaar. Aanmelden bü de fabriekschef. f Te koop gevraagd J HAND- OP TRAPNAAIMACH. gevr., defect geen bezwaar. Wüttenbachstr. 109, telef. 52207. VEEL GELD betaalt L. Wagenhuis voor gehele en gedeeltelüke inboedels, naaimachines en tapijten. Ger. Doustraat 109, telef. 26481. KOREMANS koopt net gedragen herenkled. Warmoesstraat 9, telef. 49507.",DDD_010852400_0013_articletext.xml,1950-11-16,113964,../data/1950/11-16/DDD_010852400/DDD_010852400_0013_articletext.xml,../data/1950/11-16/DDD_010852400,886.0,DDD:ddd:010852400:mpeg21.didl.xml.gz.xml,1049.0,../data/1950/11-16/DDD_010852400/DDD:ddd:010852400:mpeg21.didl.xml.gz.xml,De waarheid,1950-11-16,Amsterdam,s.n.,Internationaal Instituut voor Sociale Geschiedenis ZF 40364,10.0,470.0,nl
37760,p,v\ w I* prijxm wan f ISS.- — ƒ Bi nieuwe kinderboek I van Douwe Egberts c ; pakjes Douwe Egberts Koffie. Thee a (40 punten per serie van 12 platen). §|||f|j,DDD_011202172_0043_articletext.xml,1950-11-16,114097,../data/1950/11-16/DDD_011202172/DDD_011202172_0043_articletext.xml,../data/1950/11-16/DDD_011202172,887.0,DDD:ddd:011202172:mpeg21.didl.xml.gz.xml,1050.0,../data/1950/11-16/DDD_011202172/DDD:ddd:011202172:mpeg21.didl.xml.gz.xml,De Tĳd : godsdienstig-staatkundig dagblad,1950-11-16,'s-Hertogenbosch,Gebr. Verhoeven,Koninklijke Bibliotheek C 236,106.0,34583.0,nl
37878,p,"Dc privé-onderneming, die de K.R.O. was, biocide. Reeds in 1929 bereikte men het aantal van 100 000 contribuanten, d.w z. luisteraars, die vrijwillig een luisterbijdrage betaalden, dus niet te verwarren met de gids-abonnó's, die los hiervan hun gidsabonnementcn betaalden. Na enkele geïmproviseerde kleine studio's in gebruik te hebben gehad, o.a. in het St. Dominicuspatronaat aan de Herengracht te Amsterdam, kon men in 1931 een behoorlijke studio te Hilversum installeren in een voormalig verenigingsgebouw aan de Emmastraat. Maar de omroep breidde zich uit cn bij het tweede lustrum in Oct. 1935 schonk Katholiek Nederland de kapitale som van honderd dertig duizend gulden voor het bouwfonds van de nieuwe studio, die ock thans nog de onverholen bewondering vermag op te wekken van radio-experts uit binnen- en buitenland. Dit zou nooit mogelijk zijn gebleken, wanneer de K R O. niet verankerd had gelegen in het hart van het katholieke volksdeel. Radiowet en Zendtijdenbesluit hadden inmiddels bekrachtigd, wat uit de volkswil v. as opgegroeid. Want zoals de K.R.O. op zijn getrouwen staat bleek te kunnen makon, zo konden ook de andere omroepen op hun aanhang rekenen. Er is, geloven wij. geen radiobestel aan te wijzen, dat zo duidelijk de sporen draagt van volksinitiatief als het Nederlandse. De K.R.O. ontwikkelde zich vrij, in volledige autonomie als een gelijkwaardige partner van de zusterorganisaties. Hoe hij zich langzaam ten eigen stijl wist te verwerven zal bij het programma ter sprake komen. Het feit. dat de structuur geen enkel beletsel in de weg legde aan het in vaste dienst hebben van een volledig uitvoerend apparaat, droeg in niet geringe mate hiertoe bij. Een jaar voor het uitbreken van de wereldoorlog, op 5 Aug. 1938, overleed putoor Perquio. Pater 1. Dito 0.P., reeds vrlc Jaren de eerste medewerker van pastoor Prrquin, volgde hem op als voorzitter. Met een enorme werklust bezield rn toegerust met een sterk sociaal besef, ■ dat zijn medewerkers ten goede kwam, toog hij aan de arbeid. Doch slechts voor korte tijd, want de oorlog kwam tussenbeide. Na talloze schermutselngen met de beletter, wie de nieuwe voorzitter met een wel eens benauwende durf tegemoet trad. werden de K.R.0.-uitzendingen beëindigd op 12 Maart IMI. Er had een concentratie plaats van de vroegere omroeporganisaties, welke tot eindresultaat had de beruchte z.g. Nederlandse Omroep van de Herweyers, de Blokzijls, Keuvels'en Klessebessen. Een fait accompli, waarmee men terstond na de bevrijding en zelfs tham nog terdege rekening heeft te houden. Immers, de studio's werden niet langer Ingericht uitgaande van het principe, dat elk een complete, autonome eenheid moest zijn. Men richtte de Varastudio hoofdzakelijk voor hoorspelen in en verwaarloosde totaal de apparatuur-voorzienlng van de N.C.R.V.-studio. Uit kon na de oorlog, ln een tijd, die uiterste zuinigheid vereiste, niet in een handomdraai verzet worden. Men hief de verschillende discotheken op en stichtte een centrale discotheek in de Avro-studio, die hiervoor uitgerust werd met de daar passeniie stellages. Uit was na de oorlog niet meer te ontwarren. Men stichtte een radio-philharmonisch or. kest. een zeer goed orkest, dat echter nooit door de omroepen was opgericht, omdat zii zich bedienden van de landelijke symphonic-orkcsten, die hiervan een grote steun ondervonden. Zo'n orkest is echter samengesteld uit tientallen mensen, "" met wier belangen rekening dient te worden ge-",DDD_011202172_0070_articletext.xml,1950-11-16,114151,../data/1950/11-16/DDD_011202172/DDD_011202172_0070_articletext.xml,../data/1950/11-16/DDD_011202172,887.0,DDD:ddd:011202172:mpeg21.didl.xml.gz.xml,1050.0,../data/1950/11-16/DDD_011202172/DDD:ddd:011202172:mpeg21.didl.xml.gz.xml,De Tĳd : godsdienstig-staatkundig dagblad,1950-11-16,'s-Hertogenbosch,Gebr. Verhoeven,Koninklijke Bibliotheek C 236,106.0,34583.0,nl
38135,p,"Heden overleed onze innig geliefde Vrouw, Moeder, Behuwd- en Grootmoeder MARIA v. d. LAAN— MEKKES. in de ouderdom van 58 jaar. Noordwolde (Gr.), 14 November 1950. G. v. d. Laan Groningen: P. v. d. Laan S. v. d. Laan—Brander en Kleinkinderen. De begrafenis zal plaats hebben a.s. Vrijdag 17 Nov. Vertrek vanaf het sterfhuis om 2.30 uur. Tot onze grote droefheid overleed zeer onverwachts, onze lieve Man, Vader, Behuwd- en Grootvader BOLLEWIJN BORCHERTS, in de ouderdom van ruim 71 jaar. Sappemeer, 14 Nov. '50. J. Borcherts— Kranenborg Hoogezand: R. Borcherts J. R. Borcherts— Beukinga Usquert: G. Borcherts M. Westerhuis, Verloofde Zwolle: A. Borcherts K. J. Borcherts—Raad en Kleinkinderen. De begrafenis zal plaats hebben op Zaterdag 18 November a.s., om 2.30 u. Zij, die de overledene de laatste eer willen bewijzen, worden verzocht samen te komen in Hotel Struvé. Heden overleed, zacht en kalm, onze lieve Moeder, Behuwd-, Groot en Overgrootmoeder LAMMECHIEN KAMPHUIS, in de ouderdom van bijna 84 jaar, sedert 2 Dec. 1930 Weduwe van J. Huisman. Tripscompagnie, 15 November 1950. Westerbroek: J. Smit—Huisman N.-Pekela: C. Luth—Huisman W. Luth. Tripscompagnie: H. P. Huisman H. Huisman J. K. Huisman, Klein- en Achterkleinkinderen. Zij, die de overledene de laatste eer wensen te bewijzen, worden Zaterdag 18 Nov. a.s., om 1.15 uur, verzocht samen te komen in Hotel G. Stukje te Muntendam. Kalm en tevreden Is, tot onze diepe droefheid, van ons heengegaan onze innig geliefde Vrouw, Moeder, Behuwd- en Grootmoeder SAAPKE GORTER geb. VISSER, in de ouderdom van 67 jaar, na een zeer gelukkige echtvereniging van bijna 44 jaar. Grijpskerk, 14 Nov. 1950. E. Gorter Delfstrahuizen: S. Bosman—Gorter H. W. Bosman Grijpskerk: IJ. Gorter en Kleinkinderen. Geen bezoek. De begrafenis vindt plaats op Vrijdag 17 Nov. a.s., 's nam. 2 uur, vanuit Hotel Kuiper te Grijpsktrk. -—_-__-_-_-______-___-______________. Heden overleed, na een kortstondige ziekte, onze geliefde Echtgenote en Moeder MARTHA DRENTH, in de ouderdom van 41 jaar. Ulrum, 15 Nov. 1950. R. ""Loots Alle Hanneke. Begrafenis Zaterdag 18 Nov. a.s., des middags half drie. Heden overleed, zacht en kalm, te de Linde, Marum, onze geliefde Schoonzuster en Tante JOHANNA v. d. VEEN, in de ouderdom van ruim 71 jaar, Echtgenote van L. Ausma. 14 Nov. 1950. Loppersum: G. Dertien—Ausma. Nuis: F. Bosma—Ausma. Neven en Nichten. Voor de zeer vele blijken van deelneming en medeleven, betoond bij het plotseling overlijden van onze lieve Broeder en Zwager JAN VAN DIJK, betuigen wij onze hartelijke dank. Kloosterburen, Nov. 1950. Uit aller naam: J. LOOTS. Voor de vele bewijzen van deelneming, betoond bij het overlijden van onze lieve Moeder, Behuwd- en Grootmoeder JANTJE J. BERGSMA, betuigen wij onze hartelijke dank. Zuidhom, November 1950. Oudwoude: Familie TOLSMA. Zuidhom: J. TOLSMA. Aangeboden: .8000.--op Ie Hypotheek ook bl gedeelten. Br. fr. no. 1350, bur. dezes. ""E Voor uw bewijs van deelneming, betoond bij het overlijden van onze lieve Zuster en Tante WILLEMINA STERENBERG betuigen wij onze hartelijke dank. Sellingen, Nov. 1950. Namens de Familie: L. STERENBERG.",DDD_010891658_0098_articletext.xml,1950-11-16,114249,../data/1950/11-16/DDD_010891658/DDD_010891658_0098_articletext.xml,../data/1950/11-16/DDD_010891658,888.0,DDD:ddd:010891658:mpeg21.didl.xml.gz.xml,1051.0,../data/1950/11-16/DDD_010891658/DDD:ddd:010891658:mpeg21.didl.xml.gz.xml,Nieuwsblad van het Noorden,1950-11-16,Groningen,Nieuwenhuis,Groninger archieven 649-1319,63.0,269.0,nl
