,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,article_filepath,article_name,count,date,dir,index_article,index_metadata,metadata_filepath,metadata_title,newspaper_city,newspaper_date,newspaper_issuenumber,newspaper_language,newspaper_publisher,newspaper_source,newspaper_title,newspaper_volume,accuracy_selection,text,text_clean,type,energy,sentiment
22,26,2401,2401,/Users/leonardovida/dev/HistAware/data/raw/delpher/1990s/1992/05-02/DDD_011019943/DDD_011019943_0350_articletext.xml,DDD_011019943_0350_articletext.xml,1,1992-05-02,/Users/leonardovida/dev/HistAware/data/raw/delpher/1990s/1992/05-02/DDD_011019943,1856512,,,,,,,,,,,,0.07289829451007065,"Binnenkort wordt de eerste paal voor de nieuwe, op Noors aardgas werkende Eemscentrale geslagen. Dat is in ieder geval beter dan een kolen- of kerncentrale. Het rendement van deze nieuwe centrale is hoog, van het aardgas komt ruim 40% als stroom-energie bij de gebruiker door de kWh-meter. Bij bestaande centrales is dat vaak nog geen 30%. De rest van de energie gaat verloren. De nieuwe centrale van 1675 megawatt vraagt een investering van 2500 miljoen gulden. Ons land heeft 6,4 miljoen kleinverbruikers van stroom. Per kleinverbruiker is dit een investering van f 390- om 262 Watt per kleinverbruiker op te wekken. Voor deze f 390.- is minstens 300 Watt per kleinverbruiker te besparen. Om het broeikaseffect terug te dringen is dit een prachtige gelegenheid om deze f 390- te investeren in besparing bij de klein- en grootverbruiker. Energiebesparen is onze grootste energiebron en goed voor het milieu en zinvolle werkgelegenheid. Of is het toch maar weer het verstand op nul en de gashandle op 100? Delfzijl, H. DEINUM",binnenkort wordt de eerste paal voor de op aardgas werkende geslagen dat is in ieder geval beter dan een of kerncentrale het rendement van deze centrale is hoog van het aardgas komt als bij de door de bij bestaande centrales is dat vaak nog geen de rest van de energie verloren de centrale van megawatt vraagt een investering van miljoen ons land heeft miljoen van stroom per is dit een investering van om watt per op te wekken voor deze is minstens watt per te besparen om het broeikaseffect terg te dringen is dit een prachtige gelegenheid om deze te investeren in besparing bij de en is onze grootste energiebron en goed voor het en zinvolle werkgelegenheid of is het toch maar weer het verstand op en de op,p,Y,PO
23,27,4198,4198,/Users/leonardovida/dev/HistAware/data/raw/delpher/1990s/1991/07-10/DDD_011019686/DDD_011019686_0276_articletext.xml,DDD_011019686_0276_articletext.xml,1,1991-07-10,/Users/leonardovida/dev/HistAware/data/raw/delpher/1990s/1991/07-10/DDD_011019686,3940321,,,,,,,,,,,,0.07912016528793785,"Duitsland, met Ruhrgas voorop, werkt al in een hoog tempo aan het gasrijp maken van de ex-DDR. Gas is een meer dan goed alternatief van de milieuverpestende bruinkool, die nu nog alom als brandstof wordt gebruikt. Duitsland zal op niet al te lange termijn de grootste gasleverancier in Europa zijn en Nederland als zodanig voorbij streven.",met voorop werkt al in een hoog tempo aan het maken van de gas is een meer dan goed alternatief van de die nog alom als brandstof wordt zal op niet al te lange termijn de grootste in zijn en als zodanig voorbij streven,p,Y,PO
26,32,1964,1964,/Users/leonardovida/dev/HistAware/data/raw/delpher/1990s/1991/02-18/DDD_010559589/DDD_010559589_0075_articletext.xml,DDD_010559589_0075_articletext.xml,1,1991-02-18,/Users/leonardovida/dev/HistAware/data/raw/delpher/1990s/1991/02-18/DDD_010559589,3790602,,,,,,,,,,,,0.0757501108676714,"zullen afsmelten als gevolg van het broeikaseffect. Door de extra belasting van de atmosfeer met kooldioxyde (CO2), veroorzaakt door de verbranding van olie, steenkool en andere fossiele brandstoffen, loopt de temperatuur op aarde steeds verder op. De expeditieleden denken dat de ijskap van het vasteland van het Zuidpoolgebied zich anders zal gedragen. Omdat de sneeuwval als gevolg van het broeikaseffect zal toenemen, zal de ijskap op het continent zelf niet versneld afsmelten. Door deze bevindingen kunnen volgens de expeditieleden betere schattingen worden gedaan van de stijging van de zeespiegel. Deze zal zich voordoen, als grote hoeveelheden ijs door het broeikaseffect gaan smelten. De onderzoekploeg behandelde tijdens de expeditie nog vele andere, zeer uiteenlopende onderwerpen. De wetenschappers inventariseerden onder meer de stand van stormvogels en pinguins. Tevens bekeken zij de gevolgen voor de vogels van de vervuiling van Antarctica met gechloreerde koolwaterstoffen (pcbs), zware metalen en kunststoffen. De meeste verzamelde gegevens van dit onderzoek en andere studies moeten nog worden verwerkt.",afsmelten als gevolg van het broeikaseffect door de extra belasting van de atmosfeer met veroorzaakt door de verbranding van olie steenkool en andere fossiele brandstoffen loopt de op aarde steeds verder op de expeditieleden denken dat de ijskap van het vasteland van het zich anders zal gedragen omdat de als gevolg van het broeikaseffect zal toenemen zal de ijskap op het continent zelf niet versneld afsmelten door deze bevindingen volgens de expeditieleden betere schattingen worden gedaan van de stijging van de zeespiegel deze zal zich voordoen als grote hoeveelheden ijs door het broeikaseffect gaan smelten de behandelde tijdens de expeditie nog vele andere zeer onderwerpen de wetenschappers inventariseerden onder meer de stand van stormvogels en tevens bekeken zij de gevolgen voor de vogels van de van met koolwaterstoffen zware metalen en de meeste verzamelde gegevens van dit onderzoek en andere moeten nog worden verwerkt,p,Y,NG
27,33,2225,2225,/Users/leonardovida/dev/HistAware/data/raw/delpher/1990s/1994/06-21/DDD_011005167/DDD_011005167_0127_articletext.xml,DDD_011005167_0127_articletext.xml,1,1994-06-21,/Users/leonardovida/dev/HistAware/data/raw/delpher/1990s/1994/06-21/DDD_011005167,1345491,3321.0,/Users/leonardovida/dev/HistAware/data/raw/delpher/1990s/1994/06-21/DDD_011005167/DDD:ddd:011005167:mpeg21.didl.xml.gz.xml,DDD:ddd:011005167:mpeg21.didl.xml.gz.xml,Heerenveen,1994-06-21,143.0,nl,J. Hepkema,Groninger archieven,Nieuwsblad van Friesland : Hepkema's courant,107.0,0.09338307326097232,"DEN HAAG - Olie, aardgas en steenkool zullen op termijn schaars worden en daarna opraken als bron van energie. Om te voorkomen dat toekomstige generaties daardoor in de problemen komen, moet nu al worden gestreefd naar een overgang van deze fossiele brandstoffen naar milieuvriendelijker vormen van energieopwekking, zoals zonne- en windenergie. ""... .-"".', .7...V.V./'",olie aardgas en steenkool op termijn schaars worden en daarna opraken als bron van energie om te voorkomen dat toekomstige generaties daardoor in de problemen komen moet al worden gestreefd naar een overgang van deze fossiele brandstoffen naar vormen van energieopwekking zoals en windenergie,p,Y,NG
28,34,1950,1950,/Users/leonardovida/dev/HistAware/data/raw/delpher/1990s/1992/11-18/DDD_010622784/DDD_010622784_0149_articletext.xml,DDD_010622784_0149_articletext.xml,1,1992-11-18,/Users/leonardovida/dev/HistAware/data/raw/delpher/1990s/1992/11-18/DDD_010622784,1741637,,,,,,,,,,,,0.019516589236017668,"DE VOORUITGANG is onmiskenbaar. Vroeger was er het kwartje van Romme. Na de oorlog kwam het tientje van Lieftinck rn nu mogen we ons verheugen op de snip van Andriessen. Met een premie van ƒ 100 wil de minister van economische zaken ons overhalen minder gas en elektra te gebruiken. Wie de rekening voor de Frigems en PEB's genoeg omlaag weet te drukken, krijgt een extraatje. Hoe het precies moet, weet de minister ook nog niet, maar de boodschap is duidelijk: we moeten zuinig zijn met energie. De meeste (en belangrijkste) bronnen die we dagelijks aanspreken voor voedsel, vervoer, verlichting, verpozing en verwarming zijn eindig. Ooit raken ze uitgeput. Dat drong pas goed door in de jaren zeventig met de oliecrisis. Heel het raderwerk van de westerse welvaart stokte doordat de Arabieren de brandstof wat minder rijkelijk lieten vloeien. Daar is sindsdien de zorg voor het milieu bij gekomen. Bij het verbranden van olie en steenkool ontstaat het gas dat zorgt voor het broeikaseffect. Goeie vervangende bronnen van energie zijn er niet. Ze zijn niet toereikend (zon en wind) of ze brengen hun eigen milieuprobleem mee (kernenergie). Er is dus alle reden zuinig te zijn met energie. Besparingen op het verbruik van gas en elektra geven de consument bovendien het aangename gevoel op simpele wijze iets te kunnen doen voor het welzijn van moeder Aarde. Sinds de jaren zeventig zijn we daarom massaal de woningen gaan isoleren. De industrie hielp graag een handje mee en bood produkten aan die steeds minder energie nodig hebben. Zo hebben we nu lampen en koelkasten die minder stroom en auto's die minder benzine verbruiken.",de is onmiskenbaar vroeger was er het kwartje van na de oorlog kwam het tientje van mogen we ons op de snip van met een premie van wil de minister van economische zaken ons overhalen minder gas en elektra te wie de rekening voor de en genoeg omlaag weet te krijgt een extraatje hoe het precies moet weet de minister ook nog niet maar de boodschap is we moeten zijn met energie de meeste en belangrijkste bronnen die we dagelijks aanspreken voor voedsel vervoer verlichting verpozing en verwarming zijn eindig ooit raken ze dat drong pas goed door in de jaren zeventig met de oliecrisis heel het raderwerk van de westerse welvaart stokte doordat de de brandstof wat minder rijkelijk lieten vloeien daar is sindsdien de zorg voor het bij gekomen bij het verbranden van olie en steenkool ontstaat het gas dat zorgt voor het broeikaseffect goeie vervangende bronnen van energie zijn er niet ze zijn niet toereikend en wind of ze brengen eigen mee kernenergie er is alle reden te zijn met energie besparingen op het van gas en elektra geven de bovendien het aangename gevoel op simpele wijze iets te doen voor het welzijn van moeder aarde sinds de jaren zeventig zijn we daarom massaal de woningen gaan isoleren de hielp graag een handje mee en bood aan die steeds minder energie nodig hebben zo hebben we lampen en koelkasten die minder stroom en die minder benzine,p,Y,NG
29,36,1382,1382,/Users/leonardovida/dev/HistAware/data/raw/delpher/1990s/1991/03-12/DDD_010567517/DDD_010567517_0081_articletext.xml,DDD_010567517_0081_articletext.xml,1,1991-03-12,/Users/leonardovida/dev/HistAware/data/raw/delpher/1990s/1991/03-12/DDD_010567517,3597712,,,,,,,,,,,,0.07511868261568258,"DEN HAAG (ANP) - Nederland moet de haalbaarheid bezien van een vermindering van de uitstoot van kooldioxyde (CO2) met 20 procent in het jaar 2005. Milieuminister Hans Alders laat voor zijn in juni te verschijnen Klimaatnota studies verrichten die een mogelijke CO2-reductie van 20 procent in dat jaar moeten onderbouwen. CO2 is voor ongeveer de helft verantwoordelijk voor de klimaatverandering en temperatuurstijging (het zogenoemde broeikaseffect). Kooldioxyde komt voornamelijk vrij bij het verstoken van fossiele brandstoffen als olie, aardgas en steenkool in energiecentrales, de industrie en het verkeer.",moet de haalbaarheid bezien van een vermindering van de van met procent in het jaar hans laat voor zijn in te verschijnen verrichten die een mogelijke van procent in dat jaar moeten is voor ongeveer de helft verantwoordelijk voor de en het zogenoemde broeikaseffect komt voornamelijk vrij bij het verstoken van fossiele brandstoffen als olie aardgas en steenkool in energiecentrales de en het verkeer,p,Y,NG
35,43,99,99,/Users/leonardovida/dev/HistAware/data/raw/delpher/1990s/1992/01-27/DDD_010559878/DDD_010559878_0088_articletext.xml,DDD_010559878_0088_articletext.xml,4,1992-01-27,/Users/leonardovida/dev/HistAware/data/raw/delpher/1990s/1992/01-27/DDD_010559878,1699050,4340.0,/Users/leonardovida/dev/HistAware/data/raw/delpher/1990s/1992/01-27/DDD_010559878/DDD:ddd:010559878:mpeg21.didl.xml.gz.xml,DDD:ddd:010559878:mpeg21.didl.xml.gz.xml,Amersfoort,1992-01-27,11999.0,nl,Stichting Nederlands Dagblad,Nederlands Dagblad,Nederlands dagblad : gereformeerd gezinsblad / hoofdred. P. Jongeling ... [et al.],48.0,0.09214002822605567,"Dit jaar is het precies 200 jaar geleden dat voor het eerst gasverlichting in een huis werd toegepast. Het was een Schotse ingenieur, William Murdoch, die zijn huis in Cornwall verlichtte met gas, dat hij uit steenkool verkregen had. Het woord 'gas' is in 1610 bedacht door onze landgenoot Johannes van Helmont en is afgeleid van het Griekse woord 'chaos. Tot het midden van de jaren zestig werd voor verlichting meestal gas afkomstig uit steenkolen gebruikt. Dit gas, een mengsel van waterstof en methaan, werd verkregen door steenkolen in een retort te verhitten. Om te voorkomen dat de steenkool verbrandt, gebeurt dit zonder lucht. Het was de Engelsman John Clayton, die deze methode van gaswinning uitvond. Hoewel 'de vader van de gasindustrie', zoals hij wel genoemd wordt, zijn uitvinding in 1684 deed, vond praktische toepassing ervan pas honderd jaar later plaats. Murdoch was niet de eerste die gasverlichting toepaste. Dat was Jan Minkeler, een hoogleraar in Luik. Hij verlichtte zijn collegezaal ermee. Het belang van Murdoch's toepassing bestond hierin, dat hij steenkoolgas voor huizen toepasbaar maakte. In de 19e eeuw verrezen gasfabrieken als paddestoelen uit de grond. Gasverlichting maakte het mogelijk langer te werken en dat was in de jaren van de industriële revolutie van groot belang. Voor de arbeiders werden de toch al lange werkdagen nog langer. Gas maken was een smerige baan en niet zonder gevaar. Veel arbeiders in gasfabrieken stierven aan bronchitis, longontsteking en kanker. Het gas dat we heden ten dage gebruiken, is aardgas. Dit gas geeft tweemaal zoveel warmte als steenkoolgas, is niet giftig en heeft geen reuk. Om veiligheidsredenen is een geurtje toege-",dit jaar is het precies jaar geleden dat voor het eerst in een werd toegepast het was een die zijn in verlichtte met gas dat hij steenkool verkregen had het woord is in bedacht door onze landgenoot van en is afgeleid van het woord tot het midden van de jaren zestig werd voor verlichting meestal gas afkomstig steenkolen dit gas een mengsel van waterstof en methaan werd verkregen door steenkolen in een retort te verhitten om te voorkomen dat de steenkool verbrandt dit zonder het was de die deze methode van gaswinning hoewel vader van de zoals hij wel genoemd wordt zijn in deed vond praktische toepassing ervan pas honderd jaar later plaats was niet de eerste die toepaste dat was jan een hoogleraar in lik hij verlichtte zijn collegezaal ermee het belang van toepassing bestond hierin dat hij steenkoolgas voor toepasbaar maakte in de verrezen gasfabrieken als paddestoelen de grond maakte het mogelijk langer te werken en dat was in de jaren van de van groot belang voor de arbeiders werden de toch al lange werkdagen nog langer gas maken was een smerige baan en niet zonder gevaar veel arbeiders in gasfabrieken stierven aan bronchitis longontsteking en kanker het gas dat we heden ten dage is aardgas dit gas geeft tweemaal zoveel warmte als steenkoolgas is niet giftig en heeft geen rek om is een,p,Y,PO
36,44,2473,2473,/Users/leonardovida/dev/HistAware/data/raw/delpher/1990s/1991/01-02/DDD_010567458/DDD_010567458_0333_articletext.xml,DDD_010567458_0333_articletext.xml,1,1991-01-02,/Users/leonardovida/dev/HistAware/data/raw/delpher/1990s/1991/01-02/DDD_010567458,3527597,,,,,,,,,,,,0.12255569823305144,In het binnenland daalde het verbruik met name door de toegenomen inzet van kolen in elektriciteitscentrales. Kleinverbruikers en de glastuinbouw namen wel iets meer af. De totaal in kaart gebrachte voorraad gas onder de Nederlandse bodem bedraagt nu 2500 miljard kubieke meter en dat is meer dan ooit in de geschiedenis van de Gasunie.,in het binnenland daalde het met name door de toegenomen inzet van kolen in elektriciteitscentrales en de wel iets meer af de totaal in kaart gebrachte voorraad gas onder de bodem bedraagt miljard meter en dat is meer dan ooit in de geschiedenis van de,p,Y,NE
37,46,903,903,/Users/leonardovida/dev/HistAware/data/raw/delpher/1990s/1991/01-12/DDD_010646426/DDD_010646426_1259_articletext.xml,DDD_010646426_1259_articletext.xml,1,1991-01-12,/Users/leonardovida/dev/HistAware/data/raw/delpher/1990s/1991/01-12/DDD_010646426,3723539,,,,,,,,,,,,0.13527622847918055,"Het verbranden van biomassa, van hout, mest en landbouwafval in vooral de ontwikelingslanden kwam onlangs ook aan de orde in een artikel van de Duitse atmosfeer-chemici Paul Crutzen en Meinrat Andreae in Science (21-12-'9O). Zij schatten de hoeveelheid koolstof die jaalijks via deze biomassa verbrand wordt, op zon twee tot vijf miljard ton. De koolstofverbindingen en rookgassen die op deze manier in de atmosfeer terecht komen, zorgen voor ongewenste effecten op zowel locale als globale schaal. Energie voor en ontwikkeling van het derde platteland. Om dit te bereiken is het erg belangrijk dat er mensen uit de landen zelf opgeleid worden. In de afgelopen acht jaar is er een samenwerking geweest tussen het ITC en de Universiteit Twente, waarbij ongeveer 300 mensen uit ontwikkelingslanden vertrouwd gemaakt werden met de verschillende facetten van plattelandsenergie. Met het gasthoogleraarschap van prof. Hulscher aan het ITC is deze samenwerking nog hechter geworden. „Energie voor het platteland in de Derde Wereld is van belang voor ons allemaal,"" aldus Hulscher.",het verbranden van biomassa van hot mest en in vooral de kwam onlangs ook aan de orde in een artikel van de pal en in zij schatten de hoeveelheid koolstof die via deze biomassa verbrand wordt op twee tot vijf miljard ton de koolstofverbindingen en die op deze manier in de atmosfeer terecht komen zorgen voor ongewenste effecten op zowel locale als globale schaal energie voor en ontwikkeling van het derde platteland om dit te bereiken is het erg belangrijk dat er mensen de landen zelf opgeleid worden in de afgelopen acht jaar is er een samenwerking geweest het en de waarbij ongeveer mensen ontwikkelingslanden gemaakt werden met de verschillende facetten van met het van aan het is deze samenwerking nog hechter geworden energie voor het platteland in de derde wereld is van belang voor ons allemaal,p,Y,NE
38,47,3973,3973,/Users/leonardovida/dev/HistAware/data/raw/delpher/1990s/1990/03-03/DDD_010642299/DDD_010642299_0186_articletext.xml,DDD_010642299_0186_articletext.xml,1,1990-03-03,/Users/leonardovida/dev/HistAware/data/raw/delpher/1990s/1990/03-03/DDD_010642299,2862233,,,,,,,,,,,,0.08164967374424029,"De energieproduktie moet voigens het programma gedecentraliseerd worden. Dit betekent, dat het gebruik van alternatieve energiebronnen, zoals zonne- en windenergie en het gebruik van aardwarmte, gestimuleerd worden. Deze energiebronnen zijn als ze gedecentraliseerd ingezet worden, dat wil zeggen huis aan huis of per bedrijf of wijk, veel efficiënter. Het gebruik van energie uit fossiele brandstoffen, zoals aardolie, kolen en gas, zou beperkt moeten worden door progressieve belastingen.",de moet het programma gedecentraliseerd worden dit betekent dat het van alternatieve energiebronnen zoals en windenergie en het van worden deze energiebronnen zijn als ze gedecentraliseerd ingezet worden dat wil zeggen aan of per bedrijf of wijk veel het van energie fossiele brandstoffen zoals aardolie kolen en gas zo beperkt moeten worden door progressieve belastingen,p,Y,NG
43,52,3550,3550,/Users/leonardovida/dev/HistAware/data/raw/delpher/1990s/1994/10-04/DDD_010692033/DDD_010692033_0522_articletext.xml,DDD_010692033_0522_articletext.xml,1,1994-10-04,/Users/leonardovida/dev/HistAware/data/raw/delpher/1990s/1994/10-04/DDD_010692033,1126328,2775.0,/Users/leonardovida/dev/HistAware/data/raw/delpher/1990s/1994/10-04/DDD_010692033/DDD:ddd:010692033:mpeg21.didl.xml.gz.xml,DDD:ddd:010692033:mpeg21.didl.xml.gz.xml,Amsterdam,1994-10-04,33176.0,nl,Dagblad De Telegraaf,KB C 98,De Telegraaf,102.0,0.06607337230063799,"Volgens Ketting is de tijd rijp voor een duidelijke keuze voor of tegen kernenergie. Een 'nee' is volgens hem „een 'ja' tegen CO2-hef fingen"", omdat kolen en gas meer milieuvervuiling met zich meebrengen. Andere Europese landen betrekken hun elektriciteit wel voor een groot gedeelte uit kernenergie: koploper is Frankrijk met 75% . „Wij krijgen de heffing volledig voor de kiezen"", aldus Ketting. „Dat zijn bedragen die we nooit kunnen terugverdienen met efficiencyverhoging of wat dan ook.""",volgens ketting is de tijd rijp voor een voor of tegen kernenergie een is volgens hem een tegen omdat kolen en gas meer met zich meebrengen andere landen betrekken elektriciteit wel voor een groot gedeelte kernenergie koploper is met wij krijgen de heffing volledig voor de kiezen ketting dat zijn bedragen die we nooit met of wat dan ook,p,Y,NG
44,53,948,948,/Users/leonardovida/dev/HistAware/data/raw/delpher/1990s/1991/11-22/DDD_011019808/DDD_011019808_0506_articletext.xml,DDD_011019808_0506_articletext.xml,1,1991-11-22,/Users/leonardovida/dev/HistAware/data/raw/delpher/1990s/1991/11-22/DDD_011019808,3739617,,,,,,,,,,,,0.07889287698147254,"Ammoniak wordt in de bodem omgezet in salpeterzuur. De overige verzurende stoffen zijn zwaveldioxide en stikstofoxide. Deze stoffen komen vrij bij de verbranding van kolen, olie en aardgas. Ze worden omgezet in zwavelen salpeterzuur. Door de verzuring sterven de bossen langzaam af. Daarom voert de overheid een beleid om de verzuring tegen te gaan. j,--",ammoniak wordt in de bodem omgezet in de overige stoffen zijn zwaveldioxide en deze stoffen komen vrij bij de verbranding van kolen olie en aardgas ze worden omgezet in zwavelen door de sterven de bossen langzaam af daarom voert de overheid een beleid om de tegen te gaan,p,Y,NG
45,54,303,303,/Users/leonardovida/dev/HistAware/data/raw/delpher/1990s/1990/10-20/DDD_010963593/DDD_010963593_0454_articletext.xml,DDD_010963593_0454_articletext.xml,2,1990-10-20,/Users/leonardovida/dev/HistAware/data/raw/delpher/1990s/1990/10-20/DDD_010963593,2449027,6247.0,/Users/leonardovida/dev/HistAware/data/raw/delpher/1990s/1990/10-20/DDD_010963593/DDD:ddd:010963593:mpeg21.didl.xml.gz.xml,DDD:ddd:010963593:mpeg21.didl.xml.gz.xml,Rotterdam,1990-10-20,13310.0,nl,De Arbeiderspers,Gemeentearchief Rotterdam,Het vrĳe volk : democratisch-socialistisch dagblad,46.0,0.023904267772815062,"Het wordt steeds duidelijker dat fossiele brandstoffen — turf, bruinkool, steenkool, olie en gas — veel nadelen hebben. Vooral het milieu moet het ontgelden. Zo ontstaat kooldioxide,, weliswaar niet giftig maar wel een van de belangrijkste veroorzakers van het broeikaseffect. Uitgesproken akelig is het verbrandingsprodukt van het aanwezige zwavel, giftig 'en mede verantwoordelijk voor de zure regen. En wat te denken van de verbindingen met het in de lucht aanwezige stikstof. Zo ontstaan allerlei meer of minder schadelijke stikstofoxiden. Tot nu toe hebben we het alleen nog over de 'ideale' verbranding. In de praktijk zijn de omstandigheden vaak niet ideaal en komen koolwaterstoffen vrij, die een belangrijke rol spelen bij het ontstaan van (fotochemische) smog. Ook kan het zeer giftige koolmonoxyde vrijkomen. Eigenlijk is het waterstofdeel de enige probleemloze component van de fossiele brandstoffen. Het is mogelijk energie op te wekken zonder dat 'storende elementen' vrijkomen. De zon kan daarbij een belangrijke rol spelen. Met zonne-energie kan water in zijn basiselementen, zuurstof en waterstof, worden gesplitst en zo kunnen grote hoeveelheden waterstof worden geproduceerd. De jaarlijkse hoeveelheid zonne-energie is zon factor 1000 groter dan de jaarlijkse energie-inhoud van de fossiele brandstoffen.",het wordt steeds dat fossiele brandstoffen steenkool olie en gas veel nadelen hebben vooral het moet het ontgelden zo ontstaat kooldioxide weliswaar niet giftig maar wel een van de belangrijkste veroorzakers van het broeikaseffect akelig is het van het aanwezige zwavel giftig mede verantwoordelijk voor de regen en wat te denken van de verbindingen met het in de aanwezige stikstof zo ontstaan allerlei meer of minder schadelijke tot toe hebben we het alleen nog over de verbranding in de praktijk zijn de omstandigheden vaak niet ideaal en komen koolwaterstoffen vrij die een belangrijke rol spelen bij het ontstaan van smog ook kan het zeer giftige vrijkomen eigenlijk is het de enige probleemloze component van de fossiele brandstoffen het is mogelijk energie op te wekken zonder dat elementen vrijkomen de kan daarbij een belangrijke rol spelen met zonne-energie kan water in zijn basiselementen en waterstof worden gesplitst en zo grote hoeveelheden waterstof worden de jaarlijkse hoeveelheid zonne-energie is factor groter dan de jaarlijkse van de fossiele brandstoffen,p,Y,NG
46,55,66,66,/Users/leonardovida/dev/HistAware/data/raw/delpher/1990s/1992/02-26/DDD_011019887/DDD_011019887_0333_articletext.xml,DDD_011019887_0333_articletext.xml,4,1992-02-26,/Users/leonardovida/dev/HistAware/data/raw/delpher/1990s/1992/02-26/DDD_011019887,2219342,5637.0,/Users/leonardovida/dev/HistAware/data/raw/delpher/1990s/1992/02-26/DDD_011019887/DDD:ddd:011019887:mpeg21.didl.xml.gz.xml,DDD:ddd:011019887:mpeg21.didl.xml.gz.xml,Groningen,1992-02-26,48.0,nl,Nieuwenhuis,Groninger archieven,Nieuwsblad van het Noorden,105.0,0.07485776890608932,"De ombouw van een communistische naar een kapitalistische economie vergt niet alleen een enorme inzet, maar vooral miljardeninvesteringen. Van de ruim 5200 staatsbedrijven in Sachsen-Anhalt zijn er sinds de hereniging in 1990 bijna duizend in particuliere handen overgegaan. Dat heeft de overheid ruim 10 miljard mark gekost aan onder meer subsidies voor verbouwingen en wijzigingen in het produktiesysteem. Ook de rest zal geprivatiseerd of opgedoekt moeten worden. Snel gaat dat niet, omdat procedures over het eigendom van de grond de zaak vertragen. Veel Duitsers die bij het ontstaan van de DDR hun eigendom verloren zagen gaan, eisen nu hun aanspraken op. Minister Rehberger: ""Als het om belangrijke industriegebieden gaat, dan kopen we het eigendom af. Het herstel van de economie verdient nu eenmaal voorrang"". De privatisering kost niet alleen veel geld, maar ook een groot aantal arbeidsplaatsen. Rehberger verwacht dat slechts 15 tot 20 procent van het huidige aantal arbeidsplaatsen in Sachsen-Anhalt behouden kan blijven. Alleen bedrijven die rendabel zijn of nog kunnen worden, mogen doorgaan. Maar dat zijn er betrekkelijk weinig. De meeste die met bruinkool werken - en dat zijn er in de voormalige DDR nogal wat - zullen worden gesloten, omdat ze niet aan de milieunormen voldoen. De Grossgaserei, een gasfabriek op een troosteloos industrieterrein aan de Elbe, is een van de weinigen die door mogën gaan. Maar wel onder zeer strenge voorwaarden, vertelt technisch directeur Heinz Axtmann. Aanvankelijk produceerde de fabriek steenkool, gas uit bruinkool, cokes, teer en benzol. Sinds de hereniging houdt het bedrijf zich voornamelijk bezig met de distributie van schoon aardgas.",de van een naar een kapitalistische economie vergt niet alleen een enorme inzet maar vooral van de staatsbedrijven in zijn er sinds de hereniging in bijna in handen overgegaan dat heeft de overheid miljard mark gekost aan onder meer voor en wijzigingen in het ook de rest zal of opgedoekt moeten worden snel dat niet omdat over het eigendom van de grond de zaak vertragen veel die bij het ontstaan van de eigendom verloren zagen gaan eisen aanspraken op minister als het om belangrijke dan kopen we het eigendom af het herstel van de economie verdient eenmaal voorrang de privatisering kost niet alleen veel geld maar ook een groot aantal arbeidsplaatsen verwacht dat slechts tot procent van het aantal arbeidsplaatsen in kan blijven alleen bedrijven die rendabel zijn of nog worden mogen doorgaan maar dat zijn er betrekkelijk weinig de meeste die met werken en dat zijn er in de voormalige nogal wat worden gesloten omdat ze niet aan de voldoen de een gasfabriek op een troosteloos aan de is een van de weinigen die door gaan maar wel onder zeer strenge voorwaarden vertelt technisch directer aanvankelijk de fabriek steenkool gas cokes teer en benzol sinds de hereniging het bedrijf zich voornamelijk bezig met de van schoon aardgas,p,Y,PO
47,56,3329,3329,/Users/leonardovida/dev/HistAware/data/raw/delpher/1990s/1994/02-11/DDD_010623161/DDD_010623161_0164_articletext.xml,DDD_010623161_0164_articletext.xml,1,1994-02-11,/Users/leonardovida/dev/HistAware/data/raw/delpher/1990s/1994/02-11/DDD_010623161,1349079,,,,,,,,,,,,0.09919629150138654,"Ruinaard: „Die opbrengst is absoluut economisch rendabel om te worden gebruikt als brandstof voor een energiecentrale. En die rentabiliteit neemt alleen nog maar toe naarmate de prijzen van gas, olie en kolen blijven stijgen. En dat laatste is onderhand natuurlijk een hard gegeven.""",die opbrengst is economisch rendabel om te worden als brandstof voor een energiecentrale en die rentabiliteit neemt alleen nog maar toe naarmate de prijzen van gas olie en kolen blijven stijgen en dat laatste is onderhand een hard gegeven,p,Y,PO
