,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,article_filepath,article_name,count,date,dir,index_article,index_metadata,metadata_filepath,metadata_title,newspaper_city,newspaper_date,newspaper_issuenumber,newspaper_language,newspaper_publisher,newspaper_source,newspaper_title,newspaper_volume,accuracy_selection,text,text_clean,type,sentiment,energy
194,222,2577,2577,/Users/leonardovida/dev/HistAware/data/raw/delpher/1990s/1990/12-15/DDD_010624162/DDD_010624162_0618_articletext.xml,DDD_010624162_0618_articletext.xml,1,1990-12-15,/Users/leonardovida/dev/HistAware/data/raw/delpher/1990s/1990/12-15/DDD_010624162,2625203,6675.0,/Users/leonardovida/dev/HistAware/data/raw/delpher/1990s/1990/12-15/DDD_010624162/DDD:ddd:010624162:mpeg21.didl.xml.gz.xml,DDD:ddd:010624162:mpeg21.didl.xml.gz.xml,Heerlen,1990-12-15,297.0,nl,Nieuwe Limburger koerier;Uitgeversmaatschappĳ Limburgs Dagblad,KB C 101,Limburgsch dagblad,72.0,0.1061658235494116,"ievraagd gelooft Van Koppen ' dat blijvende energiebronnen i^an voldoende energie kunnen tien voordat er een eeuw voor■ Maar, „ik geloof niet dat men:o dom zullen zijn alle fossiele istoffen op te maken alvorens euwe bronnen hebben. Net als ie kolen ben ik ervan overtuigd ie mens niet alle olie en gas uit fond zal hoeven te halen."" Koppen is overtuigd van de baarheid van blijvende energie- Hen om in alle energiebehoefte jprzien, dat wel. Aan de hand fen grafiek wijst hij er echter op Undamentele veranderingen in lik van energiebronnen op zijn t zon honderd jaar in beslag en. Innen met toepassing van zontiergie kan simpel, zo meent Van Koppen. „Begin nu eens met het bouwen van woningen op de zon gericht. Je moet wel oppassen dat het niet eentonig wordt. Je zult zien dat er steeds verbeteringen komen. Installaties, zoals zonne-boilers, zijn nog betrekkelijk nieuw, maar toch al goed bruikbaar. Stap voor stap zullen ze verder worden ontwikkeld. Dat gaat al snel, maar gezien de mislukkingen is er toch meer tijd nodig."" Vanaf 1972 heeft Van Koppen gewerkt aan zonne-energie. Zelf woont hij in een huis dat gedeeltelijk op zonne-energie draait. „Ik ben begonnen met berekeningen. Daaruit bleek zelfs dat Nederland in de eigen vitale behoefte kan voorzien. Als het zou lukken om blijvende energiebronnen betaalbaar te maken, hebben we een betere manier van energievoorziening, schoner en onuitputtelijk.""",gelooft van koppen dat blijvende energiebronnen voldoende energie tien voordat er een voor maar ik geloof niet dat men dom zijn alle fossiele op te maken alvorens bronnen hebben net als ie kolen ben ik ervan ie mens niet alle olie en gas fond zal hoeven te halen koppen is van de van blijvende hen om in alle dat wel aan de hand grafiek wijst hij er echter op veranderingen in lik van energiebronnen op zijn honderd jaar in beslag en innen met toepassing van kan simpel zo meent van koppen begin eens met het van woningen op de gericht je moet wel oppassen dat het niet eentonig wordt je zien dat er steeds verbeteringen komen installaties zoals zijn nog betrekkelijk maar toch al goed stap voor stap ze verder worden ontwikkeld dat al snel maar gezien de is er toch meer tijd nodig vanaf heeft van koppen gewerkt aan zonne-energie zelf woont hij in een dat gedeeltelijk op zonne-energie draait ik ben begonnen met berekeningen bleek zelfs dat in de eigen vitale behoefte kan voorzien als het zo om blijvende energiebronnen betaalbaar te maken hebben we een betere manier van energievoorziening schoner en,p,NG,Y
195,223,1133,1133,/Users/leonardovida/dev/HistAware/data/raw/delpher/1990s/1990/01-30/DDD_010472289/DDD_010472289_0025_articletext.xml,DDD_010472289_0025_articletext.xml,1,1990-01-30,/Users/leonardovida/dev/HistAware/data/raw/delpher/1990s/1990/01-30/DDD_010472289,3044756,,,,,,,,,,,,0.056826101860594724,"Minister Andriessen houdt vast aan studie van kernenergie ten behoeve van het energiebeleid op langer termijn (na 2000). Op korte termijn ligt de nadruk op energiebesparing, waarover dit voorjaar een beleidsnota komt. Dit bleek maandag bij de bespreking van het energiebeleid in de vaste commissie van de Tweede Kamer. Minister Andriessen herhaalde in de commissievergadering van de Tweede Kamer zijn eerder publiekelijk gedane uitlating dat op den duur kernenergie nodig is als energiebron. Hij plaatste het belang ervan in het kader van de nodige diversificatie van het energieaanbod. Daarom moest blijven worden gestudeerd op veilige systemen en op oplossingen voor het probleem van het nucleaire afval. De minister had „geen kalender voor de studie"" maar meende wel dat na 2000 problemen konden rijzen in de energievoorziening, met name ook met het oog op de C02 uitstoot van kolen. De aardgasreserve gaat teruglopen.",minister vast aan van kernenergie ten behoeve van het energiebeleid op langer termijn na op korte termijn ligt de op energiebesparing waarover dit voorjaar een beleidsnota komt dit bleek maandag bij de bespreking van het energiebeleid in de vaste commissie van de tweede kamer minister herhaalde in de commissievergadering van de tweede kamer zijn eerder gedane dat op kernenergie nodig is als energiebron hij plaatste het belang ervan in het kader van de nodige diversificatie van het daarom moest blijven worden op veilige systemen en op oplossingen voor het probleem van het afval de minister had geen kalender voor de maar meende wel dat na problemen konden rijzen in de energievoorziening met name ook met het oog op de van kolen de,p,NG,Y
196,224,1461,1461,/Users/leonardovida/dev/HistAware/data/raw/delpher/1990s/1992/06-08/DDD_010644066/DDD_010644066_0130_articletext.xml,DDD_010644066_0130_articletext.xml,1,1992-06-08,/Users/leonardovida/dev/HistAware/data/raw/delpher/1990s/1992/06-08/DDD_010644066,1697682,4335.0,/Users/leonardovida/dev/HistAware/data/raw/delpher/1990s/1992/06-08/DDD_010644066/DDD:ddd:010644066:mpeg21.didl.xml.gz.xml,DDD:ddd:010644066:mpeg21.didl.xml.gz.xml,Curaçao,1992-06-08,129.0,nl,Amigoe,KB C 251,Amigoe,109.0,0.04069115923947692,"Tbr gelegenheid van de UNCED-conferentie nam minister Statia onlangs het nationaal milieurapport in ontvangst. Volgens Raveneau kan dit rapport een aanzet zijn tot het voeren van een echt, actief milieubeleid. Het rapport noemt enkele milieuontwikkelingen die voor de Antillen een serieus probleem vormen: de verdunning van de ozonlaag en het broeikaseffect. Aan het eerste zijn de zogenaamde cfk's schuldig. Deze chloorfluorkoolwaterstoffen gaan zo grondig te werk dat ze over honderd jaar nog ozonmoleculen afbreken. Het broeikaseffect wordt onder meer veroorzaakt door een teveel aan CO2-gassen, gassen die ontstaan bij de verbranding van fossiele brandstoffen (uit olie of steenkool gemaakt). Curagao is in deze echter geen onschuldig slachtoffer van de omringende landen. Het is zelf mede veroorzaker van deze twee problemen. Freon bij voorbeeld is een cfk en dit gas wordt zeer frequent gebruikt op het eiland. Elke koelkast, diepvriezer en airconditioner gebruikt freon voor de koeling. Als zon apparaat slecht onderhouden wordt, gaat het lekken en dan verdwijnt er freon in de lucht. Een ritje (in de air conditioned auto!) naar de supermarkt is voldoende om een nieuw spuitbusje freon te halen en het apparaat bij te vullen. Het spul, verantwoordelijk voor de verdunning van de ozonlaag, is overal vrij verkrijgbaar.",gelegenheid van de nam minister onlangs het nationaal in ontvangst volgens kan dit rapport een aanzet zijn tot het voeren van een echt actief het rapport noemt enkele die voor de een series probleem vormen de van de ozonlaag en het broeikaseffect aan het eerste zijn de zogenaamde deze gaan zo grondig te werk dat ze over honderd jaar nog afbreken het broeikaseffect wordt onder meer veroorzaakt door een teveel aan gassen die ontstaan bij de verbranding van fossiele brandstoffen olie of steenkool gemaakt is in deze echter geen slachtoffer van de omringende landen het is zelf mede veroorzaker van deze twee problemen freon bij voorbeeld is een en dit gas wordt zeer op het eiland elke koelkast diepvriezer en airconditioner freon voor de koeling als apparaat slecht wordt het lekken en dan verdwijnt er freon in de een ritje in de air naar de is voldoende om een freon te halen en het apparaat bij te het verantwoordelijk voor de van de ozonlaag is overal vrij verkrijgbaar,p,NG,Y
197,225,3348,3348,/Users/leonardovida/dev/HistAware/data/raw/delpher/1990s/1994/06-03/DDD_010638168/DDD_010638168_0075_articletext.xml,DDD_010638168_0075_articletext.xml,1,1994-06-03,/Users/leonardovida/dev/HistAware/data/raw/delpher/1990s/1994/06-03/DDD_010638168,1314219,3240.0,/Users/leonardovida/dev/HistAware/data/raw/delpher/1990s/1994/06-03/DDD_010638168/DDD:ddd:010638168:mpeg21.didl.xml.gz.xml,DDD:ddd:010638168:mpeg21.didl.xml.gz.xml,Heerlen,1994-06-03,128.0,nl,Nieuwe Limburger koerier;Uitgeversmaatschappĳ Limburgs Dagblad,KB C 101,Limburgsch dagblad,76.0,0.07115008474708258,"wees tijdens een conferentie in Papendal op de gunstige resultaten die ook vorig jaar weer bereikt zijn met het Milieu Aktie Plan van de stroom- en gasbedrijven. Ook als een nationale energieheffing beperkt blijft tot kleinverbruikers zal dat de concurrentiepositie van ons land schaden, omdat veel kleinere bedrijven er de nadelen van ondervinden. Bovendien vindt EnergieNed dat een eventuele heffing niet dient plaats te hebben bij de eindverbruiker, maar zo dicht mogelijk bij de bron. Dat zou kunnen in de vorm van een milieuaccijns of milieu-BTW op gas, kolen en olie. Dat laatste zou ook beter passen in een vrijere energiemarkt in Europa en heeft bovendien als voordeel dat wind- en zonne-energie niet belast worden.",wees tijdens een conferentie in op de die ook vorig jaar weer bereikt zijn met het plan van de en ook als een nationale beperkt blijft tot zal dat de van ons land schaden omdat veel kleinere bedrijven er de nadelen van ondervinden bovendien vindt dat een heffing niet dient plaats te hebben bij de maar zo dicht mogelijk bij de bron dat zo in de vorm van een of op gas kolen en olie dat laatste zo ook beter passen in een vrijere energiemarkt in en heeft bovendien als voordeel dat en zonne-energie niet belast worden,p,NG,Y
198,227,319,319,/Users/leonardovida/dev/HistAware/data/raw/delpher/1990s/1994/03-22/DDD_010623193/DDD_010623193_0209_articletext.xml,DDD_010623193_0209_articletext.xml,2,1994-03-22,/Users/leonardovida/dev/HistAware/data/raw/delpher/1990s/1994/03-22/DDD_010623193,1114264,,,,,,,,,,,,0.0934745293884242,"De kolenwinning in Noord- Bohemen is goedkoop en levert goedkope energie. Dat is het argument van de kolenlobby om op de oude voet door te gaan. Maar de kool is helemaal niet zo goedkoop, meent milieuactivist Pakosta. „Als je alle kosten echt zou meerekenen, de kosten van het slopen van dorpen en het weer opbouwen elders, de kosten van de luchtvervuiling, van de reconstructie van het landschap, kosten kolen veel geld.""",de in is goedkoop en levert goedkope energie dat is het van de om op de ode voet door te gaan maar de kool is helemaal niet zo goedkoop meent als je alle kosten echt zo meerekenen de kosten van het slopen van dorpen en het weer elders de kosten van de van de van het landschap kosten kolen veel geld,p,NG,Y
199,228,81,81,/Users/leonardovida/dev/HistAware/data/raw/delpher/1990s/1993/06-26/DDD_011020295/DDD_011020295_0674_articletext.xml,DDD_011020295_0674_articletext.xml,4,1993-06-26,/Users/leonardovida/dev/HistAware/data/raw/delpher/1990s/1993/06-26/DDD_011020295,609281,1474.0,/Users/leonardovida/dev/HistAware/data/raw/delpher/1990s/1993/06-26/DDD_011020295/DDD:ddd:011020295:mpeg21.didl.xml.gz.xml,DDD:ddd:011020295:mpeg21.didl.xml.gz.xml,Groningen,1993-06-26,148.0,nl,Nieuwenhuis,Groninger archieven,Nieuwsblad van het Noorden,106.0,0.10653007084845664,"Horno heeft in de Streit ums Leben de steun gekregen van een buitenstaander: de Engelsman Michael Gromm. Hij noemt zich schrijver maar is volgens T)oze tongen' een gewone avonturier die iets had met de DDR, geen inreisvisum kreeg en na opheffing van de socialistische staat met de ogen dicht op de kaart prikte en daardoor toevallig in het dorp belandde. Gromm is goed van de tongriem gesneden en heeft - omdat hij met het ooit aangekondigde boek over families uit het naburige Guben nog niet is begonnen - voldoende tijd om originele protesten te bedenken. Zijn laatste vinding: de verkoop van vierkante meters grond aan actiegroepen uit de hele wereld. Opdat het een procedurele klus-van-jewelste zal worden als het ooit tot onteigening voor de bruinkoolwinning mocht komen. Gromm is inmiddels voorzitter van de actiegroep 'Zukunft Guben"" en voert ook de jongerenactiegroep 'Geil auf Horno' (Gek op Homo) aan. Hij is dan ook de man, die de spandoekactie heeft gestimuleerd. Zelf heeft hij het goede voorbeeld gegeven om het kruispunt daarvoor te benutten. De firma Laubag begrijpt niet, waarom Horno en zijn inwoners zo tegensputteren. Betoogd wordt dat de winningsplannen al van 1977 dateren en dat het dorp nu eenmaal midden in het bruinkoolveld is gelegen. Die bruinkool zegt de firma nodig te hebben om van voldoende brandstof verzekerd te zijn voor de nabijgelegen energiecentrale, die als de helft van alle centrales in Duitsland op steenkool is aangewezen. De centrale bij Horno heeft jaarlijks 30 miljoen ton nodig. De winning beslaat een enorm gebied rond het in tweeën gesplitste stadje Guben (de oude kern Gubin ligt in Polen, het nieuwere deel in oud-DDR). Voor de exploratie moet alles maar dan ook alles wijken. Waar de bruinkool is weggehaald, is lange tijd niets meer. Zo moet voor een nieuw delfgebied 3000 hectare bos tegen de vlakte. ""We voeren actie voor het behoud van de regenwouden in Brazilië, maar kappen hier al het hout,"" voert Gromm dan ook aan. Hoewel er nog geen kuub bruinkool onder of bij Horno is weggehaald, ondervinden het dorp en de omgevingen nu al de gevolgen. De banken zijn extra",heeft in de de sten gekregen van een de hij noemt zich schrijver maar is volgens tongen een gewone die iets had met de geen kreeg en na opheffing van de socialistische staat met de ogen dicht op de kaart prikte en daardoor toevallig in het dorp belandde is goed van de tongriem gesneden en heeft omdat hij met het ooit aangekondigde boek over families het nog niet is begonnen voldoende tijd om originele protesten te bedenken zijn laatste vinding de verkoop van vierkante meters grond aan actiegroepen de hele wereld opdat het een zal worden als het ooit tot onteigening voor de mocht komen is inmiddels voorzitter van de actiegroep en voert ook de af gek op homo aan hij is dan ook de man die de heeft zelf heeft hij het goede voorbeeld gegeven om het daarvoor te de firma begrijpt niet waarom en zijn inwoners zo betoogd wordt dat de al van dateren en dat het dorp eenmaal midden in het is gelegen die zegt de firma nodig te hebben om van voldoende brandstof verzekerd te zijn voor de nabijgelegen energiecentrale die als de helft van alle centrales in op steenkool is aangewezen de centrale bij heeft jaarlijks miljoen ton nodig de winning beslaat een enorm gebied rond het in twee gesplitste stadje de ode kern ligt in het deel in voor de exploratie moet alles maar dan ook alles wijken waar de is weggehaald is lange tijd niets meer zo moet voor een hectare bos tegen de vlakte we voeren actie voor het van de in maar kappen hier al het hot voert dan ook aan hoewel er nog geen onder of bij is weggehaald ondervinden het dorp en de omgevingen al de gevolgen de banken zijn extra,p,NE,Y
200,229,1027,1027,/Users/leonardovida/dev/HistAware/data/raw/delpher/1990s/1990/11-03/DDD_010559503/DDD_010559503_0228_articletext.xml,DDD_010559503_0228_articletext.xml,1,1990-11-03,/Users/leonardovida/dev/HistAware/data/raw/delpher/1990s/1990/11-03/DDD_010559503,2640848,6705.0,/Users/leonardovida/dev/HistAware/data/raw/delpher/1990s/1990/11-03/DDD_010559503/DDD:ddd:010559503:mpeg21.didl.xml.gz.xml,DDD:ddd:010559503:mpeg21.didl.xml.gz.xml,Amersfoort,1990-11-03,11622.0,nl,Stichting Nederlands Dagblad,Nederlands Dagblad,Nederlands dagblad : gereformeerd gezinsblad / hoofdred. P. Jongeling ... [et al.],47.0,0.1114363086770231,"CO2 komt vrij bij het ver stoken van fossiele brandstof fen als olie, steenkool en gas door industrie en verkeer. CO2 en andere zogenoemde 'broeikasgassen' dreigen het klimaat wereldwijd te verstoren, hetgeen forse gevolgen kan hebben voor bijvoorbeeld de stijging van de zeespiegel en de bestande landbouwpatronen.",komt vrij bij het ver stoken van fossiele brandstof als olie steenkool en gas door en verkeer en andere zogenoemde dreigen het klimaat wereldwijd te verstoren hetgeen forse gevolgen kan hebben voor bijvoorbeeld de stijging van de zeespiegel en de bestande,p,NG,Y
202,233,2792,2792,/Users/leonardovida/dev/HistAware/data/raw/delpher/1990s/1990/01-27/DDD_010567174/DDD_010567174_0486_articletext.xml,DDD_010567174_0486_articletext.xml,1,1990-01-27,/Users/leonardovida/dev/HistAware/data/raw/delpher/1990s/1990/01-27/DDD_010567174,2467182,,,,,,,,,,,,0.13316191176959152,"De enige Belgische munt waarop niet het gestileerde hoofd van Boudewijn, koning der Belgen, staat afgebeeld, is de halve frank. Het bronskleurige ding wordt gesierd door de stoere kop van een mijnwerker. Een dubbelzinnige symboliek. De mijnwerker is voor België bijzonder genoeg om op een munt te staan. Maar, zo voegen de mijnwerkers zelf daar wat zuur aan toe, meer dan een half f rankske zijn we kennelijk niet waard. En dat gevoel is de laatste tijd slechts versterkt. Ruim twintig jaar geleden gingen in Belgisch Limburg dagelijks nog 27.000 mijnwerkers ondergronds. Eind volgend jaar zullen de grote wielen van de mijnliften echter voor het laatst draaien en zal in België geen steenkool meer worden gewonnen. Waar zich nu nog de (Belgisch-) Limburgse mijnen bevinden, zal de komende jaren een enorm recreatiecomplex verrijzen. Met hotels en campings, een golfterrein, waterpartijen, sportaccommodaties en een pretpark. Het zwarte Limburg van België moet het groene Limburg worden.",de enige waarop niet het gestileerde hoofd van koning der staat afgebeeld is de halve frank het ding wordt gesierd door de stoere kop van een mijnwerker een symboliek de mijnwerker is voor bijzonder genoeg om op een te staan maar zo voegen de mijnwerkers zelf daar wat aan toe meer dan een half zijn we kennelijk niet waard en dat gevoel is de laatste tijd slechts versterkt twintig jaar geleden gingen in dagelijks nog mijnwerkers ondergronds eind volgend jaar de grote wielen van de echter voor het laatst draaien en zal in geen steenkool meer worden gewonnen waar zich nog de mijnen bevinden zal de komende jaren een enorm verrijzen met hotels en campings een waterpartijen en een pretpark het zwarte van moet het groene worden,p,NG,Y
203,234,2319,2319,/Users/leonardovida/dev/HistAware/data/raw/delpher/1990s/1992/01-29/DDD_010622535/DDD_010622535_0166_articletext.xml,DDD_010622535_0166_articletext.xml,1,1992-01-29,/Users/leonardovida/dev/HistAware/data/raw/delpher/1990s/1992/01-29/DDD_010622535,1725810,,,,,,,,,,,,0.08167409161809416,Het gemak waarmee grondstoffen en energie in de economische kringloop kunnen worden binnengehaald is afhankelijk van de omstandigheden waaronder deze hulpbronnen voorkomen. Zo is de olie in Arabië heel wat gemakkelijker te winnen dan de olie in de Noordzee. Het gemak waarmee de hulpbronnen in economische processen kunnen worden toegepast hangt af van de kwaliteit van deze hulpbronnen. Zo is bijvoorbeeld het toepassingsgemak van aardgas als brandstof groter dan dat van steenkool.,het gemak waarmee grondstoffen en energie in de economische kringloop worden binnengehaald is afhankelijk van de omstandigheden waaronder deze voorkomen zo is de olie in heel wat gemakkelijker te winnen dan de olie in de het gemak waarmee de in economische processen worden toegepast hangt af van de kwaliteit van deze zo is bijvoorbeeld het van aardgas als brandstof groter dan dat van steenkool,p,NG,Y
204,235,2618,2618,/Users/leonardovida/dev/HistAware/data/raw/delpher/1990s/1990/09-06/DDD_010646112/DDD_010646112_0700_articletext.xml,DDD_010646112_0700_articletext.xml,1,1990-09-06,/Users/leonardovida/dev/HistAware/data/raw/delpher/1990s/1990/09-06/DDD_010646112,2629861,6682.0,/Users/leonardovida/dev/HistAware/data/raw/delpher/1990s/1990/09-06/DDD_010646112/DDD:ddd:010646112:mpeg21.didl.xml.gz.xml,DDD:ddd:010646112:mpeg21.didl.xml.gz.xml,Amsterdam,1990-09-06,31921.0,nl,Dagblad De Telegraaf,KB C 98,De Telegraaf,98.0,0.052413635749214885,"Tot slot roemt de nota de energietarieven in ons land, die concurrerend zijn. De Nederlandse energievoorziening is echter sterk gericht op olie en gas. Kolen en kernenergie komen nauwelijks aan bod. Andriessen: , ,Kernenergie kent nauwelijks milieu-aspecten. Geen broeikas-effect, geen verzuring, etcetera, maar wel is er het probleëlm van de veiligheid en het afval. Daar is een studie over gaande.",tot slot roemt de nota de in ons land die zijn de energievoorziening is echter sterk gericht op olie en gas kolen en kernenergie komen aan bod kernenergie kent geen geen maar wel is er het van de veiligheid en het afval daar is een over gaande,p,NG,Y
205,236,2764,2764,/Users/leonardovida/dev/HistAware/data/raw/delpher/1990s/1990/02-20/DDD_010472307/DDD_010472307_0025_articletext.xml,DDD_010472307_0025_articletext.xml,1,1990-02-20,/Users/leonardovida/dev/HistAware/data/raw/delpher/1990s/1990/02-20/DDD_010472307,2993706,,,,,,,,,,,,0.08638283263681037,"De studie van de Britten toont aan dat de algen in de Noordzee in de maanden mei en juni een grote activiteit vertonen. Dit is onder meer het gevolg van de verontreiniging van het zeewater met voedingsstoffen, zoals fosfaten. Deze komen door lozingen op de grote rivieren uiteindelijk in de Noordzee terecht. Ze berekenden dat de Noordzee in genoemde periode een aanzienlijke bron is van S02. Men schat de hoeveelheid daarvan op een kwart van wat de industrie en krachtcentrales in de omringende landen gedurende die tijd uitstoten. In vergelijking met andere open oceanen is de Noordzee koploper wat betreft de „uitworp"" van zwaveldioxide. De produktie van S02 door de Noordzee is zes keer zo hoog als in andere zeeën. Dit komt omdat de Noordzee biologisch een van de meest actieve watergebieden ter wereld is. Een andere „opmerkelijke"" ontdekking is het verschil tussen de hoeveelheid kooldioxyde (CO2) die uit de lucht wordt opgenomen en de capaciteit van het Noordzeewater om deze stof te verwerken. Kooldioxyde, dat vrijkomt bij de verbranding van steenkool en andere fossiele brandstoffen, draagt in aanzienlijke mate bij tot de opwarming van de aarde. Men spreekt hier over het „broeikaseffect"".",de van de toont aan dat de algen in de in de maanden mei en een grote activiteit vertonen dit is onder meer het gevolg van de verontreiniging van het zeewater met voedingsstoffen zoals fosfaten deze komen door lozingen op de grote rivieren in de terecht ze berekenden dat de in genoemde periode een aanzienlijke bron is van men schat de hoeveelheid daarvan op een kwart van wat de en in de omringende landen die tijd in vergelijking met andere open oceanen is de koploper wat betreft de van zwaveldioxide de van door de is zes keer zo hoog als in andere zee dit komt omdat de biologisch een van de meest actieve ter wereld is een andere opmerkelijke ontdekking is het verschil de hoeveelheid die de wordt opgenomen en de capaciteit van het om deze stof te verwerken dat vrijkomt bij de verbranding van steenkool en andere fossiele brandstoffen draagt in aanzienlijke mate bij tot de van de aarde men spreekt hier over het broeikaseffect,p,NG,Y
206,237,1501,1501,/Users/leonardovida/dev/HistAware/data/raw/delpher/1990s/1992/10-20/DDD_010637542/DDD_010637542_0224_articletext.xml,DDD_010637542_0224_articletext.xml,1,1992-10-20,/Users/leonardovida/dev/HistAware/data/raw/delpher/1990s/1992/10-20/DDD_010637542,1692232,4318.0,/Users/leonardovida/dev/HistAware/data/raw/delpher/1990s/1992/10-20/DDD_010637542/DDD:ddd:010637542:mpeg21.didl.xml.gz.xml,DDD:ddd:010637542:mpeg21.didl.xml.gz.xml,Heerlen,1992-10-20,248.0,nl,Nieuwe Limburger koerier;Uitgeversmaatschappĳ Limburgs Dagblad,KB C 101,Limburgsch dagblad,74.0,0.06487301111801483,"Het probleem is overzichten Op dit moment is gas goedkoF dan kolen. De elektriciteit^ drijven, die niet veel verder •"" ken dan de winst- en verliesrejv ning van het volgend jaar, sCp kelen dus over op Noordzee-^, Maar is dat op lange termijn 5 juiste energiebeleid? Over vU ■ jaar, als de laatste mijnwerker Madame Tussaud's wassen-h^ denmuseum is bijgezet, is gas misschien op. Moet het 1* met de grootste kolenvoorra0 van Europa dan zijn energie de Arabische wereld kopen ■ gen - wellicht - chantageP zen? 0 Het waren deze vragen waa^ Major en Heseltine de afgeloPjj dagen het antwoord schu' bleven. In plaats daarvan k . nen zij gisteren met een hand^ king naar de verbolgen ach j ban. Niet 31 maar slechts ,( mijnen zullen nu worden êe \ ten; het lot van de andere wordt volgend jaar beslecht- : Het Lagerhuis doet morgen spraak.",het probleem is overzichten op dit moment is gas dan kolen de drijven die niet veel verder ken dan de en van het volgend jaar kelen over op maar is dat op lange termijn energiebeleid over jaar als de laatste mijnwerker madame is bijgezet is gas misschien op moet het met de grootste van dan zijn energie de wereld kopen gen wellicht zen het waren deze vragen major en de dagen het antwoord bleven in plaats daarvan zij gisteren met een naar de verbolgen ach ban niet maar slechts mijnen worden ten het lot van de andere wordt volgend jaar het doet morgen spraak,p,NG,Y
207,238,1074,1074,/Users/leonardovida/dev/HistAware/data/raw/delpher/1990s/1991/09-27/DDD_010559775/DDD_010559775_0177_articletext.xml,DDD_010559775_0177_articletext.xml,1,1991-09-27,/Users/leonardovida/dev/HistAware/data/raw/delpher/1990s/1991/09-27/DDD_010559775,3748124,,,,,,,,,,,,0.1466601321461152,"Volgens de berekeningen van de Commissie zal de consument verder in 1995 5,3 procent en in 2000 9,6 procent duurder uit zijn voordiesel. Voor huisbrandolie zou dat 9,6 en 16,8 procent zijn en voorelektriciteit 7,2 en 14,3 procent. Maar ook de industrie ontkomt niet aan hogere energiekosten als de Commissieplannen worden uitgevoerd. Zo zou steenkool voor industrieel gebruik in 1995 als gevolg van de heffing 30,3 procent duurder zijn en in 2000 zelfs 60,6 procent. De economische groei zou verder jaarlijks over de hele EG genomen 0.05 tot 0.-1 procent lager uitvallen en de inflatie 0,3 tot 0,5 procent stijgen. Maar daarbij is geen rekening gehouden met de positieve gevolgen van onder andere het zuiniger energieverbruik. Wel wordt een uitzondering gemaakt voor de ijzer- en staalindustrie, de chemiesector en de papier-, glas- en cementindustrie. Omwille van hun internationale concurrentiepositie zullen zij voorlopig vrijgesteld worden van de tax. Volgens EG-ambtenaren moeten zij dan wel aantonen dat zij vijf tot tien procent van hun bedrijfskosten aan energie kwijt zijn. De Commissievoorstellen zijn zeer omstreden. In industriële kringen wordt vooral gevreesd dat de Europese concurrentiepositie tegenover bedrijven uit de VS en Japan wordt ondergraven, waar soortgelijke CO2- plannen nog op zich laten wachten. Ripa di Meana vond echter dat de EG het goede voorbeeld moet geven. Het voorstel heeft de vorm van een aanbeveling die dient als basis voor verdere discussie. Dat wil zeggen dat de ministers van milieu, maarook die van energie en (hoogstwaarschijnlijk) financiën, zich er over zullen buigen en dat pas daarna de Commissie met concrete wetsvoorstellen zal komen.",volgens de berekeningen van de commissie zal de verder in procent en in procent zijn voor zo dat en procent zijn en en procent maar ook de ontkomt niet aan hogere energiekosten als de worden zo zo steenkool voor in als gevolg van de heffing procent zijn en in zelfs procent de economische groei zo verder jaarlijks over de hele eg genomen tot procent lager en de inflatie tot procent stijgen maar daarbij is geen rekening met de positieve gevolgen van onder andere het wel wordt een gemaakt voor de en de en de en omwille van zij voorlopig vrijgesteld worden van de volgens moeten zij dan wel aantonen dat zij vijf tot tien procent van bedrijfskosten aan energie kwijt zijn de zijn zeer omstreden in kringen wordt vooral gevreesd dat de tegenover bedrijven de en wordt ondergraven waar soortgelijke plannen nog op zich laten wachten vond echter dat de eg het goede voorbeeld moet geven het voorstel heeft de vorm van een aanbeveling die dient als basis voor verdere dat wil zeggen dat de ministers van die van energie en hoogstwaarschijnlijk zich er over en dat pas daarna de commissie met concrete wetsvoorstellen zal komen,p,NG,Y
