,Unnamed: 0,Unnamed: 0.1,article_filepath,article_name,count,date,dir,index_article,index_metadata,metadata_filepath,metadata_title,newspaper_city,newspaper_date,newspaper_issuenumber,newspaper_language,newspaper_publisher,newspaper_source,newspaper_title,newspaper_volume,sentiment,text,text_clean,type,sentiment_coal,energy,sentiment_gas,sentiment_oil
963,1677,1677,/Users/leonardovida/dev/HistAware/data/raw/delpher/1990s/1992/01-13/DDD_010637230/DDD_010637230_0015_articletext.xml,DDD_010637230_0015_articletext.xml,4,1992-01-13,/Users/leonardovida/dev/HistAware/data/raw/delpher/1990s/1992/01-13/DDD_010637230,2110286,5366.0,/Users/leonardovida/dev/HistAware/data/raw/delpher/1990s/1992/01-13/DDD_010637230/DDD:ddd:010637230:mpeg21.didl.xml.gz.xml,DDD:ddd:010637230:mpeg21.didl.xml.gz.xml,Heerlen,1992-01-13,10.0,nl,Nieuwe Limburger koerier;Uitgeversmaatschappĳ Limburgs Dagblad,KB C 101,Limburgsch dagblad,74.0,NG,"ROTTERDAM - De Shell-pompen in de grensstreek met België hebben fors omzetverlies geleden door de accijnsverhoging op benzine vorig jaar juli (gelode werd 31, ongelode 22 cent duurder). In Limburg is sprake van met dertig procent teruglopende verkopen. Voor de pomphouders aan de Duitse grens is nauwelijks iets veranderd. Hun omzetten zijn vrijwel gelijk gebleven. Dat wordt gemeld in het bedrijfsblad 'Shell-venster'. De Shell-pompen in een strook van 25 kilometer landinwaarts vanaf de Belgische grens leden tot op heden een omzetverlies van zon 15 procent. Voor de pomphouders in Limburg, met name die rond Maastricht, noteren een omzetdaling van rond de 30 procent. De benzineprijs in België is ongeveer een kwartje lager. Elders in het land liep de benzineverkoop slechts korte tijd terug door de accijnsverhoging. Vanai september zijn de verkopen weei vrijwel terug op het peil van 1990. Shell heeft een marktaandeel van meer dan 30 procent in ons land.",de in de met hebben fors omzetverlies geleden door de accijnsverhoging op benzine vorig jaar werd cent in is sprake van met dertig procent verkopen voor de aan de grens is iets veranderd omzetten zijn vrijwel gelijk gebleven dat wordt gemeld in het bedrijfsblad de in een strook van kilometer landinwaarts vanaf de grens leden tot op heden een omzetverlies van procent voor de in met name die rond noteren een omzetdaling van rond de procent de in is ongeveer een kwartje lager elders in het land liep de benzineverkoop slechts korte tijd terg door de accijnsverhoging september zijn de verkopen vrijwel terg op het peil van heeft een marktaandeel van meer dan procent in ons land,p,,Y,,
964,1413,1413,/Users/leonardovida/dev/HistAware/data/raw/delpher/1990s/1991/08-14/DDD_010623675/DDD_010623675_0140_articletext.xml,DDD_010623675_0140_articletext.xml,4,1991-08-14,/Users/leonardovida/dev/HistAware/data/raw/delpher/1990s/1991/08-14/DDD_010623675,3313516,8539.0,/Users/leonardovida/dev/HistAware/data/raw/delpher/1990s/1991/08-14/DDD_010623675/DDD:ddd:010623675:mpeg21.didl.xml.gz.xml,DDD:ddd:010623675:mpeg21.didl.xml.gz.xml,Heerlen,1991-08-14,190.0,nl,Nieuwe Limburger koerier;Uitgeversmaatschappĳ Limburgs Dagblad,KB C 101,Limburgsch dagblad,73.0,NE,"ROTTERDAM - De Zuidafrikaanse dochters van de Koninklijke/Shell Groep en British Petroleum gaan 450 miljoen rand (f 292,5 miljoen) investeren in de uitbreiding van hun gezamenlijke raffinaderij in Durban. De raffinaderij, beter bekend onder de naam Sapref, is volgens de groep de grootste op het Afrikaanse continent. Volgens oliedeskundigen kan de raffinaderij 200.000 vaten olie (van 159 liter) per dag produceren. De produktiecapaciteit zal na de uitbreiding met dertig procent toenemen. Met de verhoging van de capaciteit willen de oliemaatschappijen tegemoet komen aan de toenemende vraag naar brandstoffen voor transportvoertuigen. De uitbreiding van de Sapref-raffinaderij maakt de productie van dieselolie met een laag zwavelgehalte mogelijk. Tevens kan de produktie van loodvrije benzine na de investeringen op elk gewenst moment worden verhoogd. • Met de uitbreiding van de raffinaderij wordt nog dit jaar begonnen. Het project zal naar verwachting eind 1993 worden afgerond. Shell wil haar aandeel in het plan lokaal financieren. Ongeveer 65 procent van de opdracht zal in Zuid-Afrika worden uitbesteed. Gedurende de uitbreiding zijn volgens de Brits-Nederlandse oliemaatschappij maximaal 800 mensen aan het project werkzaam.",de dochters van de groep en gaan miljoen rand miljoen investeren in de van gezamenlijke raffinaderij in de raffinaderij beter bekend onder de naam is volgens de groep de grootste op het continent volgens kan de raffinaderij vaten olie van liter per dag de zal na de met dertig procent toenemen met de verhoging van de capaciteit willen de oliemaatschappijen tegemoet komen aan de toenemende vraag naar brandstoffen voor de van de maakt de van dieselolie met een laag mogelijk tevens kan de van benzine na de investeringen op elk gewenst moment worden verhoogd met de van de raffinaderij wordt nog dit jaar begonnen het project zal naar verwachting eind worden afgerond wil haar aandeel in het plan lokaal financieren ongeveer procent van de opdracht zal in worden de zijn volgens de oliemaatschappij maximaal mensen aan het project werkzaam,p,,Y,,
965,1394,1394,/Users/leonardovida/dev/HistAware/data/raw/delpher/1990s/1993/04-08/DDD_010645015/DDD_010645015_0256_articletext.xml,DDD_010645015_0256_articletext.xml,4,1993-04-08,/Users/leonardovida/dev/HistAware/data/raw/delpher/1990s/1993/04-08/DDD_010645015,733012,1771.0,/Users/leonardovida/dev/HistAware/data/raw/delpher/1990s/1993/04-08/DDD_010645015/DDD:ddd:010645015:mpeg21.didl.xml.gz.xml,DDD:ddd:010645015:mpeg21.didl.xml.gz.xml,Curaçao,1993-04-08,72.0,nl,Amigoe,KB C 251,Amigoe,110.0,PO,"kunuku de prachtigste huizen van cement verrijzen. Het lijken wel paleizen. En iedereen met een auto. Ze luisteren niet. Ze praten over hun ellende, hun miserie, geven de schuld van hun miserie aan de werkgevers, maar ik zeg je dat veel mensen, het grootste deel der bevolking, heel veel . ooruit gegaan is vergeleken net vroeger. Ze smijten . Heen vaak hun geld weg in p 'aats van te sparen. Ik weet h t niet. Ik denk dat de vt '.bonden het recht niet h_ >ben om hun leden zo sterk op te hitsen. De doorsnee arb üder verdient nu een heel redt lijk loon. Vroeger als je met hard werken net tien guld. n per week verdiende moes- je een deel daarvan wel sj aren omdat je er nooit zeker was of je de volgende week rog werk zou hebben"". De kranten staan ook vol over de nieuwe toekomstconferentie ""Curagao zit fout. Ze verdienen /elf geen geld, ze vragen a. n Holland om geld. Maar Holl md mag niets daarover te zeggen hebben. Ze zijn niet goed bij hun hoofd. Curagao commandeert, maar dat kan helemaal niet als je geen geld he. bt. Ik begrijp die dingen niet"" Ja, het is vreemd. ""Niet vree nd, hardstikke gek!"" ""Net als die Hollanders die hier door Punda lopen. De gasten van het Van der Valk Hotel. Allerlei kritiek wordt hier geleverd op Van der Valk. Laten ze blij zijn. Die mensen kopen hier van alles. En het hotel geeft aan heel veel mensen werk. In de tijd dat Curacao nog een kolonie was waren hier niet zoveel problemen. Toen was de chef van de politie nog een Hollander en ook de Shell zat hier toen. Het was een hele goede tijd toen de Nederlanders en de Shell nog op Curagao waren. Nu is het triest. Zoveel huizen zijn tot krotten vervallen. De Hollanders restaureerden de huizen. Toen was het netjes. Dat gaf ook werk aan de arbeiders. Mensen hebben zoveel kritiek op de Shell, omdat die bijvoorbeeld zoveel van het grondwater van Curagao heeft weggepompt. Maar als ze dat niet gedaan hadden, waren ze niet gekomen en was er geen werk geweest. Het is alleen maar propaganda als ze zulke dingen zeggen. De mensen denken niet na. Het is voor hun eigen welzijn gewet..,, dat het gebeurd is, voor hun eigen werkgelegenheid. Het is gebeurd opdat zij werk konden krijgen. Ik ben altijd erg blij met de Hollanders geweest. Alle veranderingen op Curagao zijn begonnen met de komst van de Shell. Toen is alles beter geworden, veel beter. Zij gaven veel werk, zij zorgden ervoor dat de mensen hier geld konden verdienen en dat dat geld in omloop bleef, rolde"".",de prachtigste van cement verrijzen het lijken wel paleizen en iedereen met een ze niet ze praten over ellende miserie geven de van miserie aan de werkgevers maar ik zeg je dat veel mensen het grootste deel der bevolking heel veel gegaan is vergeleken net vroeger ze smijten heen vaak geld weg in van te sparen ik weet niet ik dat de het recht niet ben om leden zo sterk op te de doorsnee der verdient een heel redt lijk loon vroeger als je met hard werken net tien per week verdiende je een deel daarvan wel aren omdat je er nooit zeker was of je de volgende week rog werk zo hebben de kranten staan ook vol over de zit ze verdienen geen geld ze vragen om geld maar mag niets daarover te zeggen hebben ze zijn niet goed bij hoofd commandeert maar dat kan helemaal niet als je geen geld ik begrijp die dingen niet ja het is vreemd niet vree gek net als die die hier door lopen de gasten van het van der valk hotel allerlei kritiek wordt hier geleverd op van der valk laten ze blij zijn die mensen kopen hier van alles en het hotel geeft aan heel veel mensen werk in de tijd dat nog een kolonie was waren hier niet zoveel problemen toen was de chef van de politie nog een en ook de zat hier toen het was een hele goede tijd toen de en de nog op waren is het triest zoveel zijn tot krotten vervallen de de toen was het netjes dat gaf ook werk aan de arbeiders mensen hebben zoveel kritiek op de omdat die bijvoorbeeld zoveel van het grondwater van heeft weggepompt maar als ze dat niet gedaan hadden waren ze niet gekomen en was er geen werk geweest het is alleen maar propaganda als ze dingen zeggen de mensen denken niet na het is voor eigen welzijn gewet dat het is voor eigen werkgelegenheid het is opdat zij werk konden krijgen ik ben altijd erg blij met de geweest alle veranderingen op zijn begonnen met de komst van de toen is alles beter geworden veel beter zij gaven veel werk zij zorgden ervoor dat de mensen hier geld konden verdienen en dat dat geld in omloop bleef rolde,p,,Y,,
967,1521,1521,/Users/leonardovida/dev/HistAware/data/raw/delpher/1990s/1990/10-03/DDD_010642195/DDD_010642195_0065_articletext.xml,DDD_010642195_0065_articletext.xml,4,1990-10-03,/Users/leonardovida/dev/HistAware/data/raw/delpher/1990s/1990/10-03/DDD_010642195,2769214,,,,,,,,,,,,NE,"WILLEMSTAD — Een delegatie bestaande uit de Curoil-directeur Marcel Nicolina, de directeur van de Refineria Korsou Henry Parisius en de overheids-adviseur voor olie-aangelegenheden Clarck Gomez-Cassereszvjn gisteren naar Venezuela gereisd. Daar zullen zij met functionarissen van de staats-oliemaatschappij, PDVSA, vergaderen. Nicolina, Parisius en Gomez Casseres maken deel uit van de werkgroep die onlangs door de Curacaose regering werd geïnstalleerd. Deze werkgroep heeft als taak om met PDVSA te onderhandelen over vormen die naar gereduceerde brandstofprijzen voor Curacao kunnen leiden. Verwacht wordt dat de twee partijen voor het einde van de week tot een overeenstemming komen. Volgens welingelichte bronnen zullen onder geen enkele voorwaarde preferentiële olie-prijzen door Venezuela gegeven worden. De door Venezuela zelf gemaakte afspraken in de Opec geeft haar daarvoor geen ruimte. Wel zullen mogelijkheden worden bekeken om de kosten van olie-raffïnage zodanig te drukken dat de eindprijzen van de verschillende olieprodukten laag gehouden kunnen worden. Zeker vergeleken met de huidige raffïnagekosten en de huidige prijzen, aldus de bron.",een delegatie bestaande de de directer van de en de voor gisteren naar gereisd daar zij met van de vergaderen en maken deel van de werkgroep die onlangs door de regering werd ge deze werkgroep heeft als taak om met te onderhandelen over vormen die naar voor leiden verwacht wordt dat de twee partijen voor het einde van de week tot een overeenstemming komen volgens welingelichte bronnen onder geen enkele voorwaarde door gegeven worden de door zelf gemaakte afspraken in de geeft haar daarvoor geen wel mogelijkheden worden bekeken om de kosten van zodanig te dat de van de verschillende laag worden zeker vergeleken met de en de prijzen de bron,p,,Y,,
968,378,378,/Users/leonardovida/dev/HistAware/data/raw/delpher/1990s/1991/01-29/DDD_010559571/DDD_010559571_0008_articletext.xml,DDD_010559571_0008_articletext.xml,7,1991-01-29,/Users/leonardovida/dev/HistAware/data/raw/delpher/1990s/1991/01-29/DDD_010559571,3349398,8626.0,/Users/leonardovida/dev/HistAware/data/raw/delpher/1990s/1991/01-29/DDD_010559571/DDD:ddd:010559571:mpeg21.didl.xml.gz.xml,DDD:ddd:010559571:mpeg21.didl.xml.gz.xml,Amersfoort,1991-01-29,11695.0,nl,Stichting Nederlands Dagblad,Nederlands Dagblad,Nederlands dagblad : gereformeerd gezinsblad / hoofdred. P. Jongeling ... [et al.],47.0,NE,"DEN HAAG — Het is voor Irak niet moeilijk om de geloosde olie bij de kust van Kuwayt in brand te steken. Dat is een kwestie van het droppen van fosf orbommetjes die speciaal door een Zwitsers bedrijf zijn ontwikkeld om olie te laten branden. Het is wel zo dat de olie slechts een beperkte tijd, een paar dagen brandt. Dat is de mening van R. Schriel, hoofd operationele zaken watersysteembeheer van het ministerie van verkeer en waterstaat. Hij houdt zich al jaren bezig met olie- en chemicaliënbestrijding op de Noordzee en elders in de wereld. Militair gesproken kan volgens Schriel het in brand steken van de olie de enige opzet van Irak zijn. „Een oliestrook langs de kust houdt een invasie niet tegen, bemakkelijkt zon operatie alleen, omdat olie op het water golven juist indamt, rustiger maakt, waarvan de geallieerden zouden profiteren. Het is niet voor niets dat reddingsboten vaak zijn uitgerust met een vat olie om over de golven uit te spreiden."" De ecotoxicoloog Jan Kuiper, directeur van Ecomare op Texel, is het niet met Schriel eens. „Vroeger, in de tijd van de houten schepen, werd die",het is voor niet moeilijk om de geloosde olie bij de van in brand te steken dat is een kwestie van het droppen van die speciaal door een bedrijf zijn ontwikkeld om olie te laten branden het is wel zo dat de olie slechts een beperkte tijd een paar dagen brandt dat is de mening van schriel hoofd operationele zaken van het ministerie van verkeer en waterstaat hij zich al jaren bezig met en op de en elders in de wereld militair gesproken kan volgens schriel het in brand steken van de olie de enige opzet van zijn een langs de een invasie niet tegen operatie alleen omdat olie op het water golven indamt maakt waarvan de geallieerden zoden profiteren het is niet voor niets dat reddingsboten vaak zijn met een vat olie om over de golven te spreiden de jan directer van op is het niet met schriel eens vroeger in de tijd van de schepen werd die,p,,Y,,
969,420,420,/Users/leonardovida/dev/HistAware/data/raw/delpher/1990s/1993/04-10/DDD_010629174/DDD_010629174_0172_articletext.xml,DDD_010629174_0172_articletext.xml,6,1993-04-10,/Users/leonardovida/dev/HistAware/data/raw/delpher/1990s/1993/04-10/DDD_010629174,44725,113.0,/Users/leonardovida/dev/HistAware/data/raw/delpher/1990s/1993/04-10/DDD_010629174/DDD:ddd:010629174:mpeg21.didl.xml.gz.xml,DDD:ddd:010629174:mpeg21.didl.xml.gz.xml,Amersfoort,1993-04-10,12372.0,nl,Stichting Nederlands Dagblad,Nederlands Dagblad,Nederlands dagblad : gereformeerd gezinsblad / hoofdred. P. Jongeling ... [et al.],48.0,NE,"Opec-secretaris-generaal dr. Ahmed Subroto, dat de invoering van een EG-belasting op energie en de emissie van kooldioxide een ernstige bedreiging vormt voor de inkomsten van de Opec- staten. Opec zal zich volgens Subroto dan ook fel tegen de invoering van zon heffing verzetten. Volgens Subroto zou Opec tegen het jaar 2010 geconfronteerd worden met een terugloop van de vraag met 2,5 miljard vaten per dag, als bijvoorbeeld alle lidstaten van de OECD (Organisatie voor Economische Samenwerking en Ontwikkeling) een of andere energieheffing zouden invoeren. Daar staat tegenover dat Opec ervan uitgaat dat de vraag naar olie zonder energieheffingen tegen het jaar 2020 zal zijn toegenomen met 60 procent, ofwel 82 miljoen vaten per dag. De verwachting is gebaseerd op de verwachte jaarlijkse groei van de wereldeconomie met 2,3 tot drie procent gedurende de komende twintig jaar en het feit dat de wereldbevolking tussen nu en 2020 van 5,4 miljard zal toenemen tot meer dan acht miljard.",dat de invoering van een op energie en de emissie van kooldioxide een ernstige bedreiging vormt voor de inkomsten van de staten zal zich volgens dan ook fel tegen de invoering van heffing verzetten volgens zo tegen het jaar geconfronteerd worden met een van de vraag met miljard vaten per dag als bijvoorbeeld alle lidstaten van de organisatie voor economische samenwerking en ontwikkeling een of andere zoden invoeren daar staat tegenover dat ervan dat de vraag naar olie zonder tegen het jaar zal zijn toegenomen met procent ofwel miljoen vaten per dag de verwachting is gebaseerd op de verwachte jaarlijkse groei van de wereldeconomie met tot drie procent de komende twintig jaar en het feit dat de wereldbevolking en van miljard zal toenemen tot meer dan acht miljard,p,,Y,,
970,1499,1499,/Users/leonardovida/dev/HistAware/data/raw/delpher/1990s/1994/11-19/DDD_010623395/DDD_010623395_0536_articletext.xml,DDD_010623395_0536_articletext.xml,4,1994-11-19,/Users/leonardovida/dev/HistAware/data/raw/delpher/1990s/1994/11-19/DDD_010623395,981828,,,,,,,,,,,,NE,"De ligging en het verloop van de Nederlandse steenlagen zijn, als een gedetailleerde topografische kaart, precies bekend bij de Rijks Geologische Dienst. Met dank aan de olie- en gasmaatschappijen, die de meeste gegevens hebben verzameld in hun speurtocht naar gas en olie. Concerns als Shell, Elf Petroland, de Nederlandse Aardoliemaatschappij (NAM) en Amoco brachten in de loop der jaren het grootste deel van de ondergrond van ons land in kaart. Om te weten wat er in de diepe ondergrond zit - vanaf een paar honderd meter diepte - zijn grondige seismische metingen nodig. Met een klein explosief of met trilplaten worden trillingen de grond ingestuurd. De grondlagen weerkaatsen die trillingen. De weerkaatsingen duren langer naarmate ze uit diepere lagen moeten komen. Bovendien geeft een harde granietlaag een ander reflectiebeeld dan een absorberende zoutlaag. Zo ontstaat een patroon in tijd en structuur, dat door gevoelige meetapparatuur wordt vastgelegd. Ook boringen, waarbij monsters naar boven komen, leveren een schat aan informatie op. Op grond van de Mijnwet zijn de olie- en gasmaatschappijen verplicht al deze gegevens door te geven aan de staat. De afdeling Diepe Ondergrond van de RGD doet er samen met resultaten uit eigen onderzoek haar voordeel mee. Geofysicus Ed Duin kan beschikken over een gigantisch archief van deze voor de leek onleesbare seismische profielen. De gegevens zijn vanwege de harde concurrentie tussen de aardoliemaatschappijen geheim. Maar na vijf tot tien jaar mag de Rijks Geologische Dienst de gegevens bewerken. In aangepaste vorm zijn ze nu openbaar bezit geworden; de stap naar publikatie lag voor de hand., Je kunt wel op die gegevens gaan zitten, maar dan heeft niemand er wat aan"", zegt Van Doorn. De RGD besloot de kaarten, aangevuld met eigen informatie, uit te werken tot de eerste geologische atlas van de diepe ondergrond van Nederland. Het is een enorme klus, die nog zeker tot het jaar 2000 voortduurt. De seismische tijdsregistraties moeten allemaal worden omgezet in dieptelijnen. In totaal negen geologische lagen worden op hun eigen kaart beschreven. Inmiddels zijn vier kaartpakketten klaar, die Noord-Nederland en Noord-Holland beschrijven. In totaal zal de atlas uit vijftien kaartbladen bestaan. De geologen van de RGD zijn zelf verrast door het resultaat. Details die nu pas zichtbaar worden, laten bijvoorbeeld een oude vulkaan zien in de bodem van de Waddenzee. Gigantische breuken komen aan liet licht van wel duizend tot vijftienhonderd meter. „Dat kun je vergelijken met de rand van een enorme afgrond. Alleen de Grand Canyon komt daar bij in de buurt"", zegt Duin. Nederland blijkt zijn eigen Alpen te hebben, al valt er alleen in de verbeelding een bergwandeling te maken.",de ligging en het verloop van de steenlagen zijn als een gedetailleerde topografische kaart precies bekend bij de geologische dienst met dank aan de en die de meeste gegevens hebben verzameld in naar gas en olie concerns als elf de nam en brachten in de loop der jaren het grootste deel van de ondergrond van ons land in kaart om te weten wat er in de diepe ondergrond zit vanaf een paar honderd meter diepte zijn grondige seismische metingen nodig met een klein explosief of met worden trillingen de grond de grondlagen weerkaatsen die trillingen de weerkaatsingen langer naarmate ze diepere lagen moeten komen bovendien geeft een harde een ander dan een absorberende zo ontstaat een patroon in tijd en dat door gevoelige wordt vastgelegd ook boringen waarbij monsters naar boven komen leveren een schat aan informatie op op grond van de zijn de en verplicht al deze gegevens door te geven aan de staat de afdeling diepe ondergrond van de doet er samen met eigen onderzoek haar voordeel mee kan beschikken over een gigantisch archief van deze voor de leek onleesbare seismische profielen de gegevens zijn vanwege de harde de geheim maar na vijf tot tien jaar mag de geologische dienst de gegevens bewerken in aangepaste vorm zijn ze openbaar bezit geworden de stap naar lag voor de je wel op die gegevens gaan zitten maar dan heeft niemand er wat aan zegt van doorn de besloot de kaarten met eigen informatie te werken tot de eerste geologische atlas van de diepe ondergrond van het is een enorme die nog zeker tot het jaar de seismische moeten allemaal worden omgezet in dieptelijnen in totaal negen geologische lagen worden op eigen kaart beschreven inmiddels zijn vier klaar die en beschrijven in totaal zal de atlas vijftien bestaan de geologen van de zijn zelf verrast door het details die pas zichtbaar worden laten bijvoorbeeld een ode zien in de bodem van de gigantische breken komen aan liet licht van wel tot vijftienhonderd meter dat je vergelijken met de rand van een enorme afgrond alleen de grand komt daar bij in de zegt blijkt zijn eigen alpen te hebben al valt er alleen in de verbeelding een te maken,p,,Y,,
971,707,707,/Users/leonardovida/dev/HistAware/data/raw/delpher/1990s/1990/08-22/DDD_010641590/DDD_010641590_0053_articletext.xml,DDD_010641590_0053_articletext.xml,5,1990-08-22,/Users/leonardovida/dev/HistAware/data/raw/delpher/1990s/1990/08-22/DDD_010641590,2427786,,,,,,,,,,,,NE,"In kringen van de Amerikaanse oliehandel is dinsdag vernomen dat Saudiarabie zijn afnemers ervan op de hoogte heeft gesteld dat er in september meer olie is te verwachten. Dat zou erop duiden dat het land inderdaad in zijn eentje meer olie gaat produceren. Eerder dreigde Saudiarabie dat te doen als er geen spoedvergadering van de OPEC zou worden belegd. Dat overleg is er niet gekomen. In Londen zou een Saudische functionaris hebben gezegd dat er nog steeds een oplossing wordt gezocht in OPEC-verband. By monde van president Carlos Andres Perez heeft Venezuela laten blijken bereid te zijn de productie te verhogen, ook als er binnen OPEC-verband geen overeenkomst kan worden bereikt.",in kringen van de is dinsdag vernomen dat zijn afnemers ervan op de hoogte heeft gesteld dat er in september meer olie is te verwachten dat zo erop dat het land inderdaad in zijn eentje meer olie eerder dreigde dat te doen als er geen spoedvergadering van de zo worden belegd dat overleg is er niet gekomen in zo een hebben gezegd dat er nog steeds een oplossing wordt gezocht in monde van president heeft laten blijken bereid te zijn de te verhogen ook als er binnen geen overeenkomst kan worden bereikt,p,,Y,,
972,261,261,/Users/leonardovida/dev/HistAware/data/raw/delpher/1990s/1990/04-13/DDD_010567239/DDD_010567239_0354_articletext.xml,DDD_010567239_0354_articletext.xml,8,1990-04-13,/Users/leonardovida/dev/HistAware/data/raw/delpher/1990s/1990/04-13/DDD_010567239,2872251,,,,,,,,,,,,PO,"Van echt vegen is overigens lang niet altijd sprake. Passief vegen, heet het dan ook al in de gangboorden. Het oliebestrijdingsvaartuig, eventueel verlengd met een oliescherm, ligt stil op de stroomnaad, het snijpunt van eb en vloed. De olie stroomt uit zichzelf op de golven van het tij naar de stroomnaad in de richting van de veegarm. Bij verspreid liggende olieslierten wordt het oliespoor gevolgd. Een wezenlijk verschil met de oliebestrijding op de Noordzee is. dat olie die de Waddenzee via een van de zeegaten binnenkomt, zich altijd op de stroomnaad bevindt. Dat maakte het oefenen gemakkelijker. Zo zijn deze week testen gedaan met turfmolm om te zien hoe olie zich op de stroomnaad gedraagt, wat de maximale veegbreedte is en de maximumsnelheid als in formatie wordt geveegd. Tevens is nagegaan hoe het oliescherm zich onder veranderende omstandigheden houdt. De veegarmen voor de Waddenzee zijn in de afgelopen jaren ontwikkeld in samenwerking met het bedrijf Dutch Oil Equipment, dat ook de veegarmen voor de Noordzee heeft gemaakt. Daartoe waren extra proeven nodig, omdat het vegen van olie op de Noordzee andere eisen aan net materiaal stelt, dan het olievegen op de Waddenzee. Het uiteindelijke resultaat voldoet uitstekend, zo hebben de praktijk van vorige week en de oefeningen van deze week uitgewezen. De oefeningen hebben ook al tot een aantal aanpassingen geleid. Zo wordt het op- en afrollen van de olieschermen, dat nu nog met de hand gebeurt, straks met een hydraulische arm uitgevoerd. Bepaalde delen van ac veegarm worden met een stootkussen afgedekt. Gebleken is dat scherpe randen het oliescherm beschadigen. De Friese oliebestrijders richten zich met name op de zeegaten Zuider StortemelK/Vliestroom. Borndiep en het Friese Zeegat Dit zijn de plaatsen waar olie de Waddenzee binnen kan komen uit de belangrijke scheepvaartroute boven de Waddeneilanden. Louis van Schaik. hoofd van de dienstkring Waddenzee van Rijkswaterstaat: „Hoe eerder we een melding van op komst zijnde olie krijgen, hoe meer we kunnen doen"". Met de huidige uitrusting moet men, zo zegt Van Schaik, een olieramp van 10000 ton olie de baas kunnen",van echt vegen is overigens lang niet altijd sprake passief vegen heet het dan ook al in de gangboorden het verlengd met een oliescherm ligt stil op de het van eb en vloed de olie stroomt zichzelf op de golven van het tij naar de in de richting van de bij verspreid liggende wordt het gevolgd een wezenlijk verschil met de oliebestrijding op de is dat olie die de via een van de zeegaten binnenkomt zich altijd op de bevindt dat maakte het oefenen gemakkelijker zo zijn deze week testen gedaan met om te zien hoe olie zich op de gedraagt wat de maximale is en de als in formatie wordt geveegd tevens is nagegaan hoe het oliescherm zich onder veranderende omstandigheden de voor de zijn in de afgelopen jaren ontwikkeld in samenwerking met het bedrijf dat ook de voor de heeft gemaakt daartoe waren extra proeven nodig omdat het vegen van olie op de andere eisen aan net materiaal stelt dan het op de het voldoet zo hebben de praktijk van vorige week en de oefeningen van deze week de oefeningen hebben ook al tot een aantal aanpassingen geleid zo wordt het en afrollen van de dat nog met de hand straks met een arm bepaalde delen van worden met een afgedekt gebleken is dat scherpe randen het oliescherm beschadigen de richten zich met name op de zeegaten en het zeegat dit zijn de plaatsen waar olie de binnen kan komen de belangrijke boven de waddeneilanden van hoofd van de dienstkring van rijkswaterstaat hoe eerder we een melding van op komst zijnde olie krijgen hoe meer we doen met de moet men zo zegt van een van ton olie de baas,p,,Y,,
973,834,834,/Users/leonardovida/dev/HistAware/data/raw/delpher/1990s/1994/10-05/DDD_010629066/DDD_010629066_0123_articletext.xml,DDD_010629066_0123_articletext.xml,5,1994-10-05,/Users/leonardovida/dev/HistAware/data/raw/delpher/1990s/1994/10-05/DDD_010629066,1102806,2713.0,/Users/leonardovida/dev/HistAware/data/raw/delpher/1990s/1994/10-05/DDD_010629066/DDD:ddd:010629066:mpeg21.didl.xml.gz.xml,DDD:ddd:010629066:mpeg21.didl.xml.gz.xml,Amersfoort,1994-10-05,12827.0,nl,Stichting Nederlands Dagblad,Nederlands Dagblad,Nederlands dagblad : gereformeerd gezinsblad / hoofdred. P. Jongeling ... [et al.],50.0,NE,"De voornaamste onderdelen van de het project PER+ zijn de bouw van een hydrocracker en een olievergassingsinstallatie. Het geheel moet in 1997 in bedrijf komen. De vernieuwing van de Shell-raffinaderij is nodig, omdat het aanbod van zwaardere en meer zwavel bevattende ruwe olie zal toenemen, terwijl in de afzetmarkt de vraag verschuift van zwaardere produkten (zoals stookolie) naar lichtere (zoals benzines). PER+ zal bovendien leiden tot een flinke vermindering van de uitstoot van zwaveldioxyde en stikstofoxyden. Ir. J. van der Veer, algemeen directeur van Shell Pernis, zei dat de investering voortvloeit uit de eisen van een samenleving die steeds schonere produkten wil, gemaakt in fabrieken met minder emissies. Van der Veer zei dat het wel van groot belang is dat de Nederlandse overheid bij het opleggen van milieu-eisen niet veel verder gaat dan omringende landen. „Maar als . een belasting of heffing zich geheel parallel aan het buitenland ontwikkelt, moeten ondernemers niet zeuren."" Gedeputeerde Van der Vlist zei dat de investering van drie miljard door Shell „een essentiële impuls met grote uitstralingseffecten"" voor het Rotterdamse havengebied is. Bovendien blijkt uit deze investering in de grootste raffinaderij van Europa, dat Shell zich nadrukkelijk niet wil terugtrekken uit de raffinage in Europa.",de voornaamste onderdelen van de het project zijn de van een en een het geheel moet in in bedrijf komen de van de is nodig omdat het aanbod van zwaardere en meer zwavel bevattende olie zal toenemen terwijl in de afzetmarkt de vraag van zwaardere zoals stookolie naar lichtere zoals zal bovendien leiden tot een flinke vermindering van de van en van der veer algemeen directer van zei dat de investering voortvloeit de eisen van een samenleving die steeds wil gemaakt in fabrieken met minder emissies van der veer zei dat het wel van groot belang is dat de overheid bij het opleggen van niet veel verder dan omringende landen maar als een belasting of heffing zich geheel parallel aan het ontwikkelt moeten ondernemers niet van der zei dat de investering van drie miljard door een met grote voor het is bovendien blijkt deze investering in de grootste raffinaderij van dat zich niet wil de raffinage in,p,,Y,,
